year,state,state_po,candidate,party,writein,candidatevotes
2000,MINNESOTA,MN,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,2295
2000,MINNESOTA,MN,"HARRIS, JAMES",SOCIALIST WORKERS,False,1023
2000,MINNESOTA,MN,,,True,29
2000,MISSISSIPPI,MS,"BUSH, GEORGE W.",REPUBLICAN,False,572845
2000,MISSISSIPPI,MS,"GORE, AL",DEMOCRAT,False,404615
2000,MISSISSIPPI,MS,,INDEPENDENT,False,8736
2000,MISSISSIPPI,MS,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,3268
2000,MISSISSIPPI,MS,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,2266
2000,MISSISSIPPI,MS,"BROWNE, HARRY",LIBERTARIAN,False,2010
2000,MISSISSIPPI,MS,"HAGELIN, JOHN",NATURAL LAW,False,451
2000,MISSOURI,MO,"BUSH, GEORGE W.",REPUBLICAN,False,1189925
2000,MISSOURI,MO,"GORE, AL",DEMOCRAT,False,1111139
2000,MISSOURI,MO,"NADER, RALPH",GREEN,False,38516
2000,MISSOURI,MO,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,9819
2000,MISSOURI,MO,"BROWNE, HARRY",LIBERTARIAN,False,7437
2000,MISSOURI,MO,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,1958
2000,MISSOURI,MO,"HAGELIN, JOHN",NATURAL LAW,False,1105
2000,MONTANA,MT,"BUSH, GEORGE W.",REPUBLICAN,False,240179
2000,MONTANA,MT,"GORE, AL",DEMOCRAT,False,137127
2000,MONTANA,MT,"NADER, RALPH",GREEN,False,24438
2000,MONTANA,MT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,5698
2000,MONTANA,MT,"BROWNE, HARRY",LIBERTARIAN,False,1719
2000,MONTANA,MT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,1156
2000,MONTANA,MT,"HAGELIN, JOHN",NATURAL LAW,False,676
2000,NEBRASKA,NE,"BUSH, GEORGE W.",REPUBLICAN,False,433863
2000,NEBRASKA,NE,"GORE, AL",DEMOCRAT,False,231781
2000,NEBRASKA,NE,"NADER, RALPH",GREEN,False,24541
2000,NEBRASKA,NE,,NOMINATED BY PETITION,False,4115
2000,NEBRASKA,NE,"BROWNE, HARRY",LIBERTARIAN,False,2246
2000,NEBRASKA,NE,,NATURAL LAW,False,479
2000,NEVADA,NV,"BUSH, GEORGE W.",REPUBLICAN,False,301576
2000,NEVADA,NV,"GORE, AL",DEMOCRAT,False,279979
2000,NEVADA,NV,"NADER, RALPH",GREEN,False,15009
2000,NEVADA,NV,"BUCHANAN, PATRICK """"PAT""""",CITIZENS FIRST,False,4748
2000,NEVADA,NV,NONE OF THESE CANDIDATES,,False,3316
2000,NEVADA,NV,"BROWNE, HARRY",LIBERTARIAN,False,3312
2000,NEVADA,NV,"PHILLIPS, HOWARD",INDEPENDENT AMERICAN,False,622
2000,NEVADA,NV,"HAGELIN, JOHN",NATURAL LAW,False,416
2000,NEVADA,NV,BLANK VOTE,,False,283
2000,NEVADA,NV,OVER VOTE,,False,175
2000,NEW HAMPSHIRE,NH,"BUSH, GEORGE W.",REPUBLICAN,False,273560
2000,NEW HAMPSHIRE,NH,"GORE, AL",DEMOCRAT,False,266349
2000,NEW HAMPSHIRE,NH,"NADER, RALPH",GREEN,False,22199
2000,NEW HAMPSHIRE,NH,"BROWNE, HARRY",LIBERTARIAN,False,2758
2000,NEW HAMPSHIRE,NH,"BUCHANAN, PATRICK """"PAT""""",INDEPENDENCE,False,2616
2000,NEW HAMPSHIRE,NH,,,True,1277
2000,NEW HAMPSHIRE,NH,,CONSTITUTION PARTY,False,329
2000,NEW JERSEY,NJ,"GORE, AL",DEMOCRAT,False,1788851
2000,NEW JERSEY,NJ,"BUSH, GEORGE W.",REPUBLICAN,False,1284174
2000,NEW JERSEY,NJ,,INDEPENDENT,False,114204
2000,NEW MEXICO,NM,"GORE, AL",DEMOCRAT,False,286784
2000,NEW MEXICO,NM,"BUSH, GEORGE W.",REPUBLICAN,False,286418
2000,NEW MEXICO,NM,"NADER, RALPH",GREEN,False,21252
2000,NEW MEXICO,NM,"BROWNE, HARRY",LIBERTARIAN,False,2059
2000,NEW MEXICO,NM,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,1393
2000,NEW MEXICO,NM,"HAGELIN, JOHN",NATURAL LAW,False,362
2000,NEW MEXICO,NM,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,344
2000,NEW YORK,NY,"GORE, AL",DEMOCRAT,False,3942216
2000,NEW YORK,NY,"BUSH, GEORGE W.",REPUBLICAN,False,2258578
2000,NEW YORK,NY,"NADER, RALPH",GREEN,False,244031
2000,NEW YORK,NY,"BUSH, GEORGE W.",CONSERVATIVE,False,144798
2000,NEW YORK,NY,BLANK VOTE/SCATTERING,,False,138217
2000,NEW YORK,NY,"GORE, AL",WORKING FAMILIES,False,88396
2000,NEW YORK,NY,"GORE, AL",LIBERAL PARTY,False,77088
2000,NEW YORK,NY,"BUCHANAN, PATRICK """"PAT""""",RIGHT-TO-LIFE,False,25176
2000,NEW YORK,NY,"HAGELIN, JOHN",INDEPENDENCE,False,24362
2000,NEW YORK,NY,"BROWNE, HARRY",LIBERTARIAN,False,7650
2000,NEW YORK,NY,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,6425
2000,NEW YORK,NY,"HARRIS, JAMES",SOCIALIST WORKERS,False,1790
2000,NEW YORK,NY,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,1499
2000,NEW YORK,NY,,SOCIALIST,True,3
2000,NORTH CAROLINA,NC,"BUSH, GEORGE W.",REPUBLICAN,False,1631164
2000,NORTH CAROLINA,NC,"GORE, AL",DEMOCRAT,False,1257693
2000,NORTH CAROLINA,NC,"BROWNE, HARRY",LIBERTARIAN,False,13892
2000,NORTH CAROLINA,NC,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,8875
2000,NORTH CAROLINA,NC,NOT DESIGNATED,SOCIALIST,False,3371
2000,NORTH DAKOTA,ND,"BUSH, GEORGE W.",REPUBLICAN,False,174853
2000,NORTH DAKOTA,ND,"GORE, AL",DEMOCRAT,False,95285
2000,NORTH DAKOTA,ND,,INDEPENDENT,False,10460
2000,NORTH DAKOTA,ND,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,7289
2000,NORTH DAKOTA,ND,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,374
2000,OHIO,OH,"BUSH, GEORGE W.",REPUBLICAN,False,2350364
2000,OHIO,OH,"GORE, AL",DEMOCRAT,False,2183629
2000,OHIO,OH,NOT DESIGNATED,,False,148354
2000,OHIO,OH,"BROWNE, HARRY",LIBERTARIAN,False,13474
2000,OHIO,OH,"HAGELIN, JOHN",NATURAL LAW,False,6182
2000,OKLAHOMA,OK,"BUSH, GEORGE W.",REPUBLICAN,False,744338
2000,OKLAHOMA,OK,"GORE, AL",DEMOCRAT,False,474277
2000,OKLAHOMA,OK,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,9015
2000,OKLAHOMA,OK,"BROWNE, HARRY",LIBERTARIAN,False,6603
2000,OREGON,OR,"GORE, AL",DEMOCRAT,False,720343
2000,OREGON,OR,"BUSH, GEORGE W.",REPUBLICAN,False,713578
2000,OREGON,OR,"NADER, RALPH",GREEN,False,77358
2000,OREGON,OR,"BROWNE, HARRY",LIBERTARIAN,False,7448
2000,OREGON,OR,"BUCHANAN, PATRICK """"PAT""""",INDEPENDENT,False,7064
2000,OREGON,OR,OTHER,,False,3402
2000,OREGON,OR,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,2575
2000,OREGON,OR,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,2190
2000,PENNSYLVANIA,PA,"GORE, AL",DEMOCRAT,False,2485968
2000,PENNSYLVANIA,PA,"BUSH, GEORGE W.",REPUBLICAN,False,2281128
2000,PENNSYLVANIA,PA,"NADER, RALPH",GREEN,False,103393
2000,PENNSYLVANIA,PA,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,16024
2000,PENNSYLVANIA,PA,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,14429
2000,PENNSYLVANIA,PA,"BROWNE, HARRY",LIBERTARIAN,False,11249
2000,RHODE ISLAND,RI,"GORE, AL",DEMOCRAT,False,249509
2000,RHODE ISLAND,RI,"BUSH, GEORGE W.",REPUBLICAN,False,130556
2000,RHODE ISLAND,RI,"NADER, RALPH",GREEN,False,25053
2000,RHODE ISLAND,RI,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,2274
2000,RHODE ISLAND,RI,"BROWNE, HARRY",LIBERTARIAN,False,743
2000,RHODE ISLAND,RI,,,True,330
2000,RHODE ISLAND,RI,"HAGELIN, JOHN",NATURAL LAW,False,272
2000,RHODE ISLAND,RI,"MOOREHEAD, MONICA",WORKERS WORLD,False,200
2000,RHODE ISLAND,RI,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,98
2000,RHODE ISLAND,RI,,SOCIALIST,False,53
2000,RHODE ISLAND,RI,,SOCIALIST WORKERS,False,35
2000,SOUTH CAROLINA,SC,"BUSH, GEORGE W.",REPUBLICAN,False,786893
2000,SOUTH CAROLINA,SC,"GORE, AL",DEMOCRAT,False,566038
2000,SOUTH CAROLINA,SC,"NADER, RALPH",UNITED CITIZENS,False,20280
2000,SOUTH CAROLINA,SC,"BROWNE, HARRY",LIBERTARIAN,False,4761
2000,SOUTH CAROLINA,SC,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,3310
2000,SOUTH CAROLINA,SC,,CONSTITUTION PARTY,False,1683
2000,SOUTH CAROLINA,SC,"HAGELIN, JOHN",NATURAL LAW,False,944
2000,SOUTH DAKOTA,SD,"BUSH, GEORGE W.",REPUBLICAN,False,190701
2000,SOUTH DAKOTA,SD,"GORE, AL",DEMOCRAT,False,118805
2000,SOUTH DAKOTA,SD,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,3323
2000,SOUTH DAKOTA,SD,"PHILLIPS, HOWARD",INDEPENDENT,False,1782
2000,SOUTH DAKOTA,SD,"BROWNE, HARRY",LIBERTARIAN,False,1663
2000,TENNESSEE,TN,"BUSH, GEORGE W.",REPUBLICAN,False,1061950
2000,TENNESSEE,TN,"GORE, AL",DEMOCRAT,False,981721
2000,TENNESSEE,TN,,INDEPENDENT,False,32085
2000,TENNESSEE,TN,,,True,429
2000,TEXAS,TX,"BUSH, GEORGE W.",REPUBLICAN,False,3799640
2000,TEXAS,TX,"GORE, AL",DEMOCRAT,False,2433747
2000,TEXAS,TX,"NADER, RALPH",GREEN,False,137995
2000,TEXAS,TX,"BROWNE, HARRY",LIBERTARIAN,False,23161
2000,TEXAS,TX,,INDEPENDENT,False,12395
2000,TEXAS,TX,,,True,705
2000,UTAH,UT,"BUSH, GEORGE W.",REPUBLICAN,False,515097
2000,UTAH,UT,"GORE, AL",DEMOCRAT,False,203054
2000,UTAH,UT,"NADER, RALPH",GREEN,False,35851
2000,UTAH,UT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,9320
2000,UTAH,UT,"BROWNE, HARRY",LIBERTARIAN,False,3617
2000,UTAH,UT,"PHILLIPS, HOWARD",INDEPENDENT AMERICAN,False,2710
2000,UTAH,UT,"HAGELIN, JOHN",NATURAL LAW,False,764
2000,UTAH,UT,"HARRIS, JAMES",SOCIALIST WORKERS,False,187
2000,UTAH,UT,,NO PARTY AFFILIATION,False,162
2000,UTAH,UT,,,True,2
2000,VERMONT,VT,"GORE, AL",DEMOCRAT,False,149023
2000,VERMONT,VT,"BUSH, GEORGE W.",REPUBLICAN,False,119776
2000,VERMONT,VT,"NADER, RALPH",PROGRESSIVE/GREEN,False,20375
2000,VERMONT,VT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,2193
2000,VERMONT,VT,"DENNIS """"DENNY"""", LANE",VERMONT GRASSROOTS,False,1045
2000,VERMONT,VT,"BROWNE, HARRY",LIBERTARIAN,False,785
2000,VERMONT,VT,,,True,515
2000,VERMONT,VT,"HAGELIN, JOHN",NATURAL LAW,False,220
2000,VERMONT,VT,"MCREYNOLDS, DAVID",LIBERTY UNION PARTY,False,162
2000,VERMONT,VT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,154
2000,VERMONT,VT,"HARRIS, JAMES",SOCIALIST WORKERS,False,71
2000,VIRGINIA,VA,"BUSH, GEORGE W.",REPUBLICAN,False,1437491
2000,VIRGINIA,VA,"GORE, AL",DEMOCRAT,False,1217291
2000,VIRGINIA,VA,"NADER, RALPH",GREEN,False,59399
2000,VIRGINIA,VA,"BROWNE, HARRY",LIBERTARIAN,False,15199
2000,VIRGINIA,VA,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,5456
2000,VIRGINIA,VA,,,True,2808
2000,VIRGINIA,VA,"PHILLIPS, HOWARD",CONSERVATIVE,False,1810
2000,WASHINGTON,WA,"GORE, AL",DEMOCRAT,False,1247653
2000,WASHINGTON,WA,"BUSH, GEORGE W.",REPUBLICAN,False,1108865
2000,WASHINGTON,WA,"NADER, RALPH",GREEN,False,103003
2000,WASHINGTON,WA,"BROWNE, HARRY",LIBERTARIAN,False,13136
2000,WASHINGTON,WA,"BUCHANAN, PATRICK """"PAT""""",FREEDOM,False,7172
2000,WASHINGTON,WA,"HAGELIN, JOHN",NATURAL LAW,False,2928
2000,WASHINGTON,WA,"PHILLIPS, HOWARD",CONSTITUTION PARTY,False,1990
2000,WASHINGTON,WA,"MOOREHEAD, MONICA",WORKERS WORLD,False,1730
2000,WASHINGTON,WA,"MCREYNOLDS, DAVID",SOCIALIST,False,661
2000,WASHINGTON,WA,"HARRIS, JAMES",SOCIALIST WORKERS,False,305
2000,WEST VIRGINIA,WV,"BUSH, GEORGE W.",REPUBLICAN,False,336476
2000,WEST VIRGINIA,WV,"GORE, AL",DEMOCRAT,False,295498
2000,WEST VIRGINIA,WV,"NADER, RALPH",GREEN,False,10681
2000,WEST VIRGINIA,WV,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,3170
2000,WEST VIRGINIA,WV,"BROWNE, HARRY",LIBERTARIAN,False,1913
2000,WEST VIRGINIA,WV,"HAGELIN, JOHN",NATURAL LAW,False,368
2000,WEST VIRGINIA,WV,,,True,25
2000,WISCONSIN,WI,"GORE, AL",DEMOCRAT,False,1242988
2000,WISCONSIN,WI,"BUSH, GEORGE W.",REPUBLICAN,False,1237280
2000,WISCONSIN,WI,"NADER, RALPH",GREEN,False,94071
2000,WISCONSIN,WI,,INDEPENDENT,False,13694
2000,WISCONSIN,WI,"BROWNE, HARRY",LIBERTARIAN,False,6641
2000,WISCONSIN,WI,,CONSTITUTION PARTY,False,2043
2000,WISCONSIN,WI,SCATTERING,,False,1897
2000,WYOMING,WY,"BUSH, GEORGE W.",REPUBLICAN,False,147948
2000,WYOMING,WY,"GORE, AL",DEMOCRAT,False,60482
2000,WYOMING,WY,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,False,2725
2000,WYOMING,WY,"BROWNE, HARRY",LIBERTARIAN,False,1444
2000,WYOMING,WY,"PHILLIPS, HOWARD",INDEPENDENT,False,721
2000,WYOMING,WY,"HAGELIN, JOHN",NATURAL LAW,False,412
2004,ALABAMA,AL,"BUSH, GEORGE W.",REPUBLICAN,False,1176395
2004,ALABAMA,AL,"KERRY, JOHN",DEMOCRAT,False,693934
2004,ALABAMA,AL,OTHER,INDEPENDENT,False,12191
2004,ALABAMA,AL,OTHER,,True,899
2004,ALASKA,AK,"BUSH, GEORGE W.",REPUBLICAN,False,190890
2004,ALASKA,AK,"KERRY, JOHN",DEMOCRAT,False,111026
2004,ALASKA,AK,"NADER, RALPH",POPULIST,False,5070
2004,ALASKA,AK,"PEROUTKA, MICHAEL",ALASKAN INDEPENDENCE PARTY,False,2093
2004,ALASKA,AK,"BADNARIK, MICHAEL",LIBERTARIAN,False,1676
2004,ALASKA,AK,"COBB, DAVID",GREEN,False,1059
2004,ALASKA,AK,OTHER,,True,791
2004,ARIZONA,AZ,"BUSH, GEORGE W.",REPUBLICAN,False,1104295
2004,ARIZONA,AZ,"KERRY, JOHN",DEMOCRAT,False,893525
2004,ARIZONA,AZ,"BADNARIK, MICHAEL",LIBERTARIAN,False,11857
2004,ARIZONA,AZ,OTHER,,True,2912
2004,ARKANSAS,AR,"BUSH, GEORGE W.",REPUBLICAN,False,572899
2004,ARKANSAS,AR,"KERRY, JOHN",DEMOCRAT,False,469954
2004,ARKANSAS,AR,"NADER, RALPH",POPULIST,False,6172
2004,ARKANSAS,AR,"BADNARIK, MICHAEL",LIBERTARIAN,False,2353
2004,ARKANSAS,AR,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,2084
2004,ARKANSAS,AR,"COBB, DAVID",GREEN,False,1489
2004,CALIFORNIA,CA,"KERRY, JOHN",DEMOCRAT,False,6745486
2004,CALIFORNIA,CA,"BUSH, GEORGE W.",REPUBLICAN,False,5509827
2004,CALIFORNIA,CA,"BADNARIK, MICHAEL",LIBERTARIAN,False,50166
2004,CALIFORNIA,CA,"COBB, DAVID",GREEN,False,40772
2004,CALIFORNIA,CA,"PELTIER, LEONARD",PEACE & FREEDOM,False,27608
2004,CALIFORNIA,CA,"PEROUTKA, MICHAEL",AMERICAN INDEPENDENT PARTY,False,26646
2004,CALIFORNIA,CA,OTHER,,True,20855
2004,COLORADO,CO,"BUSH, GEORGE W.",REPUBLICAN,False,1101256
2004,COLORADO,CO,"KERRY, JOHN",DEMOCRAT,False,1001733
2004,COLORADO,CO,"NADER, RALPH",REFORM PARTY,False,12719
2004,COLORADO,CO,"BADNARIK, MICHAEL",LIBERTARIAN,False,7665
2004,COLORADO,CO,"PEROUTKA, MICHAEL",AMERICAN CONSTITUTION PARTY,False,2563
2004,COLORADO,CO,"COBB, DAVID",GREEN,False,1592
2004,COLORADO,CO,"ANDRESS, STANFORD",UNAFFILIATED,False,805
2004,COLORADO,CO,"AMONDSON, GENE",CONCERNS OF PEOPLE,False,379
2004,COLORADO,CO,"VAN AUKEN, BILL",SOCIALIST EQUALITY PARTY,False,330
2004,COLORADO,CO,"CALERO, ROGER",SOCIALIST WORKERS,False,242
2004,COLORADO,CO,"BROWN, WALT",SOCIALIST,False,217
2004,COLORADO,CO,"DODGE, EARL",PROHIBITION,False,141
2004,CONNECTICUT,CT,"KERRY, JOHN",DEMOCRAT,False,857489
2004,CONNECTICUT,CT,"BUSH, GEORGE W.",REPUBLICAN,False,693827
2004,CONNECTICUT,CT,"NADER, RALPH",PETITIONING CANDIDATE,False,12970
2004,CONNECTICUT,CT,"COBB, DAVID",GREEN,False,9565
2004,CONNECTICUT,CT,"BADNARIK, MICHAEL",LIBERTARIAN,False,3368
2004,CONNECTICUT,CT,"PEROUTKA, MICHAEL",CONCERNED CITIZENS,False,1544
2004,CONNECTICUT,CT,"CALERO, ROGER",SOCIALIST WORKERS,True,13
2004,DELAWARE,DE,"KERRY, JOHN",DEMOCRAT,False,200153
2004,DELAWARE,DE,"BUSH, GEORGE W.",REPUBLICAN,False,171661
2004,DELAWARE,DE,"NADER, RALPH",INDEPENDENT,False,2154
2004,DELAWARE,DE,"BADNARIK, MICHAEL",LIBERTARIAN,False,587
2004,DELAWARE,DE,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,290
2004,DELAWARE,DE,"COBB, DAVID",GREEN,False,251
2004,DELAWARE,DE,"BROWN, WALT",NATURAL LAW,False,101
2004,DISTRICT OF COLUMBIA,DC,"KERRY, JOHN",DEMOCRAT,False,202971
2004,DISTRICT OF COLUMBIA,DC,"BUSH, GEORGE W.",REPUBLICAN,False,21257
2004,DISTRICT OF COLUMBIA,DC,"NADER, RALPH",INDEPENDENT,False,1486
2004,DISTRICT OF COLUMBIA,DC,"COBB, DAVID",D.C. STATEHOOD GREEN,False,738
2004,DISTRICT OF COLUMBIA,DC,OTHERS,,True,507
2004,DISTRICT OF COLUMBIA,DC,"BADNARIK, MICHAEL",LIBERTARIAN,False,503
2004,DISTRICT OF COLUMBIA,DC,"CALERO, ROGER",SOCIALIST WORKERS,False,131
2004,FLORIDA,FL,"BUSH, GEORGE W.",REPUBLICAN,False,3964523
2004,FLORIDA,FL,"KERRY, JOHN",DEMOCRAT,False,3583545
2004,FLORIDA,FL,"NADER, RALPH",REFORM PARTY,False,32972
2004,FLORIDA,FL,"BADNARIK, MICHAEL",LIBERTARIAN,False,11997
2004,FLORIDA,FL,"PEROUTKA, MICHAEL",CONSTITUTION PARTY OF FLORIDA,False,6627
2004,FLORIDA,FL,"COBB, DAVID",GREEN,False,3918
2004,FLORIDA,FL,"BROWN, WALT",SOCIALIST PARTY OF FLORIDA,False,3503
2004,FLORIDA,FL,"CALERO, ROGER",SOCIALIST WORKERS,False,2733
2004,GEORGIA,GA,"BUSH, GEORGE W.",REPUBLICAN,False,1914255
2004,GEORGIA,GA,"KERRY, JOHN",DEMOCRAT,False,1366150
2004,GEORGIA,GA,"BADNARIK, MICHAEL",LIBERTARIAN,False,18388
2004,GEORGIA,GA,OTHER,,True,3086
2004,HAWAII,HI,"KERRY, JOHN",DEMOCRAT,False,231709
2004,HAWAII,HI,"BUSH, GEORGE W.",REPUBLICAN,False,194192
2004,HAWAII,HI,"COBB, DAVID",GREEN,False,1738
2004,HAWAII,HI,"BADNARIK, MICHAEL",LIBERTARIAN,False,1378
2004,IDAHO,ID,"BUSH, GEORGE W.",REPUBLICAN,False,409236
2004,IDAHO,ID,"KERRY, JOHN",DEMOCRAT,False,181099
2004,IDAHO,ID,"BADNARIK, MICHAEL",LIBERTARIAN,False,3845
2004,IDAHO,ID,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,3085
2004,IDAHO,ID,"NADER, RALPH",INDEPENDENT,False,1116
2004,ILLINOIS,IL,"KERRY, JOHN",DEMOCRAT,False,2891551
2004,ILLINOIS,IL,"BUSH, GEORGE W.",REPUBLICAN,False,2345947
2004,ILLINOIS,IL,"BADNARIK, MICHAEL",LIBERTARIAN,False,32443
2004,ILLINOIS,IL,OTHER,,True,4385
2004,INDIANA,IN,"BUSH, GEORGE W.",REPUBLICAN,False,1479439
2004,INDIANA,IN,"KERRY, JOHN",DEMOCRAT,False,969012
2004,INDIANA,IN,"BADNARIK, MICHAEL",LIBERTARIAN,False,18059
2004,INDIANA,IN,OTHER,,True,1496
2004,IOWA,IA,"BUSH, GEORGE W.",REPUBLICAN,False,751958
2004,IOWA,IA,"KERRY, JOHN",DEMOCRAT,False,741899
2004,IOWA,IA,OTHER,,False,6150
2004,IOWA,IA,"BADNARIK, MICHAEL",LIBERTARIAN,False,2993
2004,IOWA,IA,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,1305
2004,IOWA,IA,"COBB, DAVID",GREEN,False,1142
2004,IOWA,IA,OTHER,,True,1095
2004,IOWA,IA,"CALERO, ROGER",SOCIALIST WORKERS,False,374
2004,KANSAS,KS,"BUSH, GEORGE W.",REPUBLICAN,False,736457
2004,KANSAS,KS,"KERRY, JOHN",DEMOCRAT,False,434994
2004,KANSAS,KS,"NADER, RALPH",REFORM PARTY,False,9349
2004,KANSAS,KS,"BADNARIK, MICHAEL",LIBERTARIAN,False,4014
2004,KANSAS,KS,"PEROUTKA, MICHAEL",INDEPENDENT,False,2900
2004,KANSAS,KS,OTHER,,True,48
2004,KENTUCKY,KY,"BUSH, GEORGE W.",REPUBLICAN,False,1069440
2004,KENTUCKY,KY,"KERRY, JOHN",DEMOCRAT,False,712734
2004,KENTUCKY,KY,"NADER, RALPH",INDEPENDENT,False,8857
2004,KENTUCKY,KY,"BADNARIK, MICHAEL",LIBERTARIAN,False,2620
2004,KENTUCKY,KY,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,2214
2004,KENTUCKY,KY,OTHER,,True,23
2004,LOUISIANA,LA,"BUSH, GEORGE W.",REPUBLICAN,False,1102170
2004,LOUISIANA,LA,"KERRY, JOHN",DEMOCRAT,False,820300
2004,LOUISIANA,LA,"NADER, RALPH",INDEPENDENT,False,7033
2004,LOUISIANA,LA,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,5204
2004,LOUISIANA,LA,"BADNARIK, MICHAEL",LIBERTARIAN,False,2782
2004,LOUISIANA,LA,"BROWN, WALT",PROTECTING WORKING FAMILIES,False,1796
2004,LOUISIANA,LA,"AMONDSON, GENE",PROHIBITION,False,1567
2004,LOUISIANA,LA,"COBB, DAVID",GREEN,False,1277
2004,LOUISIANA,LA,"CALERO, ROGER",SOCIALIST,False,986
2004,MAINE,ME,"KERRY, JOHN",DEMOCRAT,False,396843
2004,MAINE,ME,"BUSH, GEORGE W.",REPUBLICAN,False,330202
2004,MAINE,ME,"THE BETTER LIFE,",INDEPENDENT,False,8070
2004,MAINE,ME,"COBB, DAVID",GREEN,False,2937
2004,MAINE,ME,"BADNARIK, MICHAEL",LIBERTARIAN,False,1966
2004,MAINE,ME,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,736
2004,MAINE,ME,BLANK VOTE/SCATTERING,,False,5
2004,MARYLAND,MD,"KERRY, JOHN",DEMOCRAT,False,1334494
2004,MARYLAND,MD,"BUSH, GEORGE W.",REPUBLICAN,False,1024704
2004,MARYLAND,MD,"NADER, RALPH",POPULIST,False,11855
2004,MARYLAND,MD,"BADNARIK, MICHAEL",LIBERTARIAN,False,6095
2004,MARYLAND,MD,"COBB, DAVID",GREEN,False,3633
2004,MARYLAND,MD,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,3422
2004,MARYLAND,MD,OTHER,UNAFFILIATED,True,35
2004,MARYLAND,MD,OTHER,DEMOCRAT,True,8
2004,MASSACHUSETTS,MA,"KERRY, JOHN",DEMOCRAT,False,1803801
2004,MASSACHUSETTS,MA,"BUSH, GEORGE W.",REPUBLICAN,False,1071110
2004,MASSACHUSETTS,MA,BLANK VOTE/SCATTERING,,False,15068
2004,MASSACHUSETTS,MA,"BADNARIK, MICHAEL",LIBERTARIAN,False,15023
2004,MASSACHUSETTS,MA,"COBB, DAVID",GREEN-RAINBOW,False,10624
2004,MASSACHUSETTS,MA,OTHER,,False,7029
2004,MASSACHUSETTS,MA,"NADER, RALPH",INDEPENDENT,True,4807
2004,MICHIGAN,MI,"KERRY, JOHN",DEMOCRAT,False,2479184
2004,MICHIGAN,MI,"BUSH, GEORGE W.",REPUBLICAN,False,2313747
2004,MICHIGAN,MI,"NADER, RALPH",NO PARTY AFFILIATION,False,24036
2004,MICHIGAN,MI,"BADNARIK, MICHAEL",LIBERTARIAN,False,10553
2004,MICHIGAN,MI,"COBB, DAVID",GREEN,False,5326
2004,MICHIGAN,MI,"PEROUTKA, MICHAEL",U.S. TAXPAYERS PARTY,False,4981
2004,MICHIGAN,MI,"BROWN, WALT",NATURAL LAW,False,1432
2004,MINNESOTA,MN,"KERRY, JOHN",DEMOCRATIC-FARMER-LABOR,False,1445015
2004,MINNESOTA,MN,"BUSH, GEORGE W.",REPUBLICAN,False,1346696
2004,MINNESOTA,MN,"NADER, RALPH",BETTER LIFE,False,18684
2004,MINNESOTA,MN,"BADNARIK, MICHAEL",LIBERTARIAN,False,4640
2004,MINNESOTA,MN,"COBB, DAVID",GREEN,False,4409
2004,MINNESOTA,MN,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,False,3075
2004,MINNESOTA,MN,OTHER,,True,2533
2004,MINNESOTA,MN,"HARENS, THOMAS",CHRISTIAN FREEDOM PARTY,False,2388
2004,MINNESOTA,MN,"VAN AUKEN, BILL",SOCIALIST EQUALITY PARTY,False,540
