recorded,RADON_pCi/L,TEMP_F,HUMIDITY,PRESSURE_hPa,CO2_ppm,VOC_ppb,High_CO2
2021-07-15 21:43:46,0.43,75.87,49.0,983,910,516.0,Yes
2021-07-15 22:43:46,0.43,75.47,50.0,983,855,645.0,Yes
2021-07-15 23:43:46,0.43,75.38,50.5,983,797,627.0,No
2021-07-16 00:43:46,0.43,75.52,49.0,983,851,828.0,Yes
2021-07-16 01:43:46,0.38,74.79,58.5,984,488,61.0,No
2021-07-16 02:43:46,0.38,74.75,58.0,984,585,225.0,No
2021-07-16 03:43:46,0.27,73.69,52.0,984,764,721.0,No
2021-07-16 04:43:46,0.27,73.04,52.5,984,731,601.0,No
2021-07-16 05:43:46,0.24,72.55,54.5,984,688,370.0,No
2021-07-16 06:43:46,0.19,72.57,53.5,984,717,380.0,No
2021-07-16 07:43:46,0.14,72.39,54.0,984,708,425.0,No
2021-07-16 08:43:46,0.19,72.18,55.0,984,630,165.0,No
2021-07-16 09:43:46,0.19,71.94,57.0,984,553,46.0,No
2021-07-16 10:43:46,0.24,71.71,58.0,985,516,46.0,No
2021-07-16 11:43:46,0.24,71.46,59.0,985,497,59.0,No
2021-07-16 12:43:46,0.24,71.47,59.5,985,507,56.0,No
2021-07-16 13:43:46,0.24,71.47,61.5,986,484,99.0,No
2021-07-16 14:43:46,0.24,73.06,60.0,986,726,110.0,No
2021-07-16 15:43:46,0.19,74.66,61.5,986,633,63.0,No
2021-07-16 16:43:46,0.19,75.47,58.0,986,696,184.0,No
2021-07-16 17:43:46,0.24,76.28,55.0,986,834,349.0,Yes
2021-07-16 18:43:46,0.24,76.98,54.5,985,736,138.0,No
2021-07-16 19:55:59,0.24,77.76,52.0,985,723,46.0,No
2021-07-16 20:55:59,0.24,79.12,53.5,985,573,46.0,No
2021-07-16 21:55:59,0.24,77.61,44.5,984,917,353.0,Yes
2021-07-16 22:55:59,0.24,75.9,44.0,984,895,359.0,Yes
2021-07-16 23:55:59,0.24,74.91,45.0,984,877,287.0,Yes
2021-07-17 00:55:59,0.24,74.62,46.0,985,835,322.0,Yes
2021-07-17 01:55:59,0.22,74.16,49.5,985,609,89.0,No
2021-07-17 02:55:59,0.22,73.76,50.0,986,703,356.0,No
2021-07-17 03:55:59,0.22,73.17,53.0,986,565,159.0,No
2021-07-17 04:55:59,0.22,72.43,56.5,986,436,46.0,No
2021-07-17 05:55:59,0.22,71.6,57.5,986,428,52.0,No
2021-07-17 06:55:59,0.24,71.28,56.0,986,491,142.0,No
2021-07-17 07:55:59,0.24,71.2,56.5,986,484,101.0,No
2021-07-17 08:55:59,0.24,71.04,57.0,987,475,69.0,No
2021-07-17 09:55:59,0.22,70.68,56.5,987,525,142.0,No
2021-07-17 10:55:59,0.24,70.48,56.5,987,526,112.0,No
2021-07-17 11:55:59,0.3,70.39,57.5,988,484,56.0,No
2021-07-17 12:55:59,0.3,70.47,58.5,988,465,63.0,No
2021-07-17 13:55:59,0.35,70.65,61.5,989,436,71.0,No
2021-07-17 14:55:59,0.38,71.19,57.0,989,653,294.0,No
2021-07-17 15:55:59,0.38,72.19,55.5,989,688,287.0,No
2021-07-17 16:55:59,0.38,72.59,55.5,989,729,281.0,No
2021-07-17 17:55:59,0.35,73.24,55.5,989,736,236.0,No
2021-07-17 18:55:59,0.43,74.16,55.5,989,753,198.0,No
2021-07-17 19:55:59,0.43,74.62,55.5,989,725,191.0,No
2021-07-17 20:55:59,0.46,75.0,50.5,989,717,212.0,No
2021-07-17 21:55:59,0.41,75.02,49.5,989,663,201.0,No
2021-07-17 22:55:59,0.49,74.7,48.5,989,695,281.0,No
2021-07-17 23:55:59,0.54,74.77,49.0,989,660,191.0,No
2021-07-18 00:55:59,0.62,74.41,47.0,989,774,384.0,No
2021-07-18 01:55:59,0.62,74.07,49.5,989,626,298.0,No
2021-07-18 02:55:59,0.59,74.12,52.5,990,567,236.0,No
2021-07-18 03:55:59,0.59,73.62,55.5,990,435,72.0,No
2021-07-18 04:55:59,0.59,73.45,55.5,991,522,349.0,No
2021-07-18 05:55:59,0.54,72.63,54.0,991,604,448.0,No
2021-07-18 06:55:59,0.59,71.73,54.0,991,566,311.0,No
2021-07-18 07:55:59,0.57,71.55,54.5,991,571,356.0,No
2021-07-18 08:55:59,0.57,71.37,55.5,992,524,140.0,No
2021-07-18 09:55:59,0.57,71.22,56.0,992,511,112.0,No
2021-07-18 10:55:59,0.54,70.93,56.5,992,491,46.0,No
2021-07-18 11:55:59,0.54,70.83,57.0,993,477,48.0,No
2021-07-18 12:55:59,0.57,70.81,57.5,992,443,56.0,No
2021-07-18 13:55:59,0.54,70.95,56.5,993,569,328.0,No
2021-07-18 14:55:59,0.49,71.6,57.5,993,616,284.0,No
2021-07-18 15:55:59,0.54,72.37,57.0,992,717,322.0,No
2021-07-18 16:55:59,0.54,73.38,56.0,992,812,414.0,Yes
2021-07-18 17:55:59,0.54,74.28,55.5,992,770,311.0,No
2021-07-18 18:55:59,0.49,74.82,52.5,992,766,290.0,No
2021-07-18 19:55:59,0.54,74.53,47.5,991,781,250.0,No
2021-07-18 20:55:59,0.54,75.16,46.0,991,742,169.0,No
2021-07-18 21:55:59,0.54,75.34,45.5,991,712,101.0,No
2021-07-18 22:55:59,0.51,74.97,45.0,990,740,123.0,No
2021-07-18 23:55:59,0.51,74.59,44.5,990,751,125.0,No
2021-07-19 00:55:59,0.43,74.34,45.0,990,780,150.0,No
2021-07-19 01:55:59,0.43,74.7,44.5,990,839,318.0,Yes
2021-07-19 02:55:59,0.43,73.4,43.0,991,897,530.0,Yes
2021-07-19 03:55:59,0.43,72.99,44.5,991,923,632.0,Yes
2021-07-19 04:55:59,0.43,72.97,46.0,991,917,708.0,Yes
2021-07-19 05:55:59,0.43,72.93,46.5,991,959,828.0,Yes
2021-07-19 06:55:59,0.35,72.86,47.0,991,942,850.0,Yes
2021-07-19 07:55:59,0.38,72.73,47.5,991,913,828.0,Yes
2021-07-19 08:55:59,0.38,72.64,47.5,991,872,721.0,Yes
2021-07-19 09:55:59,0.51,72.54,48.0,991,852,761.0,Yes
2021-07-19 10:55:59,0.59,72.46,48.5,991,888,1120.0,Yes
2021-07-19 11:55:59,0.54,72.36,49.0,991,878,1062.0,Yes
2021-07-19 12:55:59,0.51,72.3,49.0,992,876,921.0,Yes
2021-07-19 13:55:59,0.46,72.41,49.5,992,927,797.0,Yes
2021-07-19 14:55:59,0.46,73.06,50.0,992,1063,783.0,Yes
2021-07-19 15:55:59,0.46,75.96,49.0,991,1481,668.0,Yes
2021-07-19 16:55:59,0.46,77.5,48.0,991,1604,637.0,Yes
2021-07-19 17:55:59,0.46,77.88,46.5,991,1140,370.0,Yes
2021-07-19 18:55:59,0.41,77.83,47.5,990,1012,119.0,Yes
2021-07-19 19:55:59,0.35,77.32,43.5,990,960,138.0,Yes
2021-07-19 20:55:59,0.35,76.93,42.5,989,945,76.0,Yes
2021-07-19 21:55:59,0.38,76.95,44.0,989,834,46.0,Yes
2021-07-19 22:55:59,0.35,76.69,45.0,989,760,169.0,No
2021-07-19 23:55:59,0.32,76.59,47.0,988,681,103.0,No
2021-07-20 00:55:59,0.35,76.12,46.0,988,738,308.0,No
2021-07-20 01:55:59,0.41,75.61,45.0,988,716,520.0,No
2021-07-20 02:55:59,0.41,74.7,43.5,988,727,508.0,No
2021-07-20 03:55:59,0.41,74.07,51.0,988,595,232.0,No
2021-07-20 04:55:59,0.43,74.05,48.5,988,683,404.0,No
2021-07-20 05:55:59,0.43,74.03,58.0,988,476,46.0,No
2021-07-20 06:55:59,0.43,73.94,58.5,988,512,80.0,No
2021-07-20 07:55:59,0.43,73.71,59.0,988,521,103.0,No
2021-07-20 08:55:59,0.43,73.4,59.5,988,520,78.0,No
2021-07-20 09:55:59,0.35,73.04,59.5,988,519,76.0,No
2021-07-20 10:55:59,0.3,72.79,60.0,988,484,71.0,No
2021-07-20 11:55:59,0.3,72.7,60.5,988,494,52.0,No
2021-07-20 12:55:59,0.35,73.04,63.5,988,390,46.0,No
2021-07-20 13:55:59,0.35,73.9,63.5,988,401,112.0,No
2021-07-20 14:55:59,0.38,74.71,62.5,987,395,116.0,No
2021-07-20 15:55:59,0.43,75.45,63.0,987,401,108.0,No
2021-07-20 16:55:59,0.43,76.32,63.0,987,393,91.0,No
2021-07-20 17:55:59,0.43,77.25,63.5,987,402,103.0,No
2021-07-20 18:55:59,0.43,78.35,63.0,986,391,106.0,No
2021-07-20 19:55:59,0.43,78.85,61.5,986,410,114.0,No
2021-07-20 20:55:59,0.38,79.57,60.0,986,414,101.0,No
2021-07-20 21:55:59,0.35,79.92,59.0,986,435,108.0,No
2021-07-20 22:55:59,0.38,79.68,57.0,985,463,116.0,No
2021-07-20 23:55:59,0.38,79.36,54.5,986,518,161.0,No
2021-07-21 00:55:59,0.35,79.14,57.5,986,456,101.0,No
2021-07-21 01:55:59,0.32,78.85,59.0,986,451,88.0,No
2021-07-21 02:55:59,0.32,78.39,63.0,986,462,67.0,No
2021-07-21 03:55:59,0.32,77.9,58.5,987,553,187.0,No
2021-07-21 04:55:59,0.3,77.07,54.0,987,677,508.0,No
2021-07-21 05:55:59,0.32,76.8,53.0,988,728,645.0,No
2021-07-21 06:55:59,0.38,76.41,52.0,987,766,716.0,No
2021-07-21 07:55:59,0.43,76.14,51.0,988,793,757.0,No
2021-07-21 08:55:59,0.43,76.14,51.5,988,782,721.0,No
2021-07-21 09:55:59,0.41,76.06,51.0,988,776,690.0,No
2021-07-21 10:55:59,0.41,75.94,51.0,988,792,712.0,No
2021-07-21 11:55:59,0.46,75.9,51.0,989,783,668.0,No
2021-07-21 12:55:59,0.46,75.92,51.5,989,761,632.0,No
2021-07-21 13:55:59,0.49,74.88,48.5,990,830,597.0,Yes
2021-07-21 14:55:59,0.46,75.29,48.5,990,871,552.0,Yes
2021-07-21 15:55:59,0.46,74.88,46.0,990,1080,1057.0,Yes
2021-07-21 16:55:59,0.51,74.17,46.0,990,1045,850.0,Yes
2021-07-21 17:55:59,0.57,74.07,47.5,990,1091,694.0,Yes
2021-07-21 18:55:59,0.57,73.72,44.5,990,1074,556.0,Yes
2021-07-21 19:55:59,0.62,73.6,44.0,989,1076,452.0,Yes
2021-07-21 20:55:59,0.73,73.71,45.0,989,1079,359.0,Yes
2021-07-21 21:55:59,0.81,73.94,45.5,989,1041,397.0,Yes
2021-07-21 22:55:59,0.73,74.14,46.5,989,1031,390.0,Yes
2021-07-21 23:55:59,0.78,74.3,47.5,989,998,318.0,Yes
2021-07-22 00:55:59,0.86,74.32,46.5,988,1039,462.0,Yes
2021-07-22 01:55:59,0.92,74.34,47.0,988,1001,462.0,Yes
2021-07-22 02:55:59,1.14,74.14,45.0,989,979,579.0,Yes
2021-07-22 03:55:59,1.14,73.42,43.0,989,930,414.0,Yes
2021-07-22 04:55:59,1.14,72.95,43.5,990,894,370.0,Yes
2021-07-22 05:55:59,1.14,72.97,44.5,990,956,601.0,Yes
2021-07-22 06:55:59,1.14,73.0,45.5,990,937,476.0,Yes
2021-07-22 07:55:59,1.11,72.97,46.0,990,900,362.0,Yes
2021-07-22 08:55:59,1.11,72.91,46.5,990,873,315.0,Yes
2021-07-22 09:55:59,1.08,72.9,47.0,990,848,267.0,Yes
2021-07-22 10:55:59,1.14,72.86,47.0,990,834,239.0,Yes
2021-07-22 11:55:59,1.08,72.84,47.5,990,821,219.0,Yes
2021-07-22 12:55:59,1.0,72.91,48.0,990,859,236.0,Yes
2021-07-22 13:55:59,0.95,73.99,47.5,990,998,304.0,Yes
2021-07-22 14:55:59,0.95,74.52,53.5,990,762,259.0,No
2021-07-22 15:55:59,0.86,76.23,58.5,990,590,82.0,No
2021-07-22 16:55:59,0.78,76.6,51.0,989,1115,1151.0,Yes
2021-07-22 17:55:59,0.78,76.5,51.5,989,1060,877.0,Yes
2021-07-22 18:55:59,0.84,76.69,51.0,988,989,734.0,Yes
2021-07-22 19:55:59,0.78,76.55,47.0,988,945,548.0,Yes
2021-07-22 20:55:59,0.73,76.69,48.5,988,886,281.0,Yes
2021-07-22 21:55:59,0.65,77.92,55.0,987,732,71.0,No
2021-07-22 22:55:59,0.65,76.12,44.5,987,926,431.0,Yes
2021-07-22 23:55:59,0.62,75.04,43.0,987,907,380.0,Yes
2021-07-23 00:55:59,0.51,74.53,43.5,987,936,370.0,Yes
2021-07-23 01:55:59,0.49,74.3,43.5,987,967,645.0,Yes
2021-07-23 02:55:59,0.3,74.07,43.5,987,1006,957.0,Yes
2021-07-23 03:55:59,0.3,74.28,45.0,987,1123,962.0,Yes
2021-07-23 04:55:59,0.32,71.53,47.5,987,1238,872.0,Yes
2021-07-23 05:55:59,0.32,70.48,46.5,987,1017,712.0,Yes
2021-07-23 06:55:59,0.24,71.4,48.0,987,894,462.0,Yes
2021-07-23 07:55:59,0.32,71.83,47.5,987,992,425.0,Yes
2021-07-23 08:55:59,0.32,71.71,47.0,986,1140,452.0,Yes
2021-07-23 09:55:59,0.35,72.12,47.5,987,1210,473.0,Yes
2021-07-23 10:55:59,0.32,74.07,48.0,987,1387,476.0,Yes
2021-07-23 11:55:59,0.38,74.1,49.5,987,1584,493.0,Yes
2021-07-23 12:55:59,0.49,74.7,50.0,987,1745,530.0,Yes
2021-07-23 13:55:59,0.51,71.47,45.5,987,1098,397.0,Yes
2021-07-23 14:55:59,0.51,69.1,46.0,987,1045,133.0,Yes
2021-07-23 15:55:59,0.59,72.55,47.5,986,1211,63.0,Yes
2021-07-23 16:55:59,0.62,72.05,48.0,986,802,59.0,Yes
2021-07-23 17:55:59,0.65,73.47,51.0,986,826,65.0,Yes
2021-07-23 18:55:59,0.59,73.24,49.5,985,802,46.0,Yes
2021-07-23 19:55:59,0.59,72.41,46.0,985,796,71.0,No
2021-07-23 20:55:59,0.59,72.7,47.5,985,877,116.0,Yes
2021-07-23 21:55:59,0.65,72.03,47.5,984,805,89.0,Yes
2021-07-23 22:55:59,0.73,72.16,46.5,984,820,95.0,Yes
2021-07-23 23:55:59,0.73,73.81,47.0,983,769,84.0,No
2021-07-24 00:55:59,0.73,73.78,45.5,983,782,150.0,No
2021-07-24 01:55:59,0.78,74.66,49.5,983,869,504.0,Yes
2021-07-24 02:55:59,0.86,74.75,43.5,983,797,376.0,No
2021-07-24 03:55:59,0.97,74.25,46.0,982,894,452.0,Yes
2021-07-24 04:55:59,0.92,72.1,43.0,982,888,487.0,Yes
2021-07-24 05:55:59,0.97,71.67,43.5,982,913,445.0,Yes
2021-07-24 06:55:59,0.95,72.19,44.5,982,965,435.0,Yes
2021-07-24 07:55:59,0.84,73.09,45.5,981,1059,479.0,Yes
2021-07-24 08:55:59,0.86,73.85,46.0,981,1155,601.0,Yes
2021-07-24 09:55:59,0.81,73.49,44.5,981,1083,615.0,Yes
2021-07-24 10:55:59,0.81,73.87,45.0,980,1105,765.0,Yes
2021-07-24 11:55:59,0.76,74.35,46.0,980,1220,1373.0,Yes
2021-07-24 12:55:59,0.65,74.71,46.5,980,1282,1151.0,Yes
2021-07-24 13:55:59,0.62,73.85,43.5,980,959,394.0,Yes
2021-07-24 14:55:59,0.65,73.31,43.0,979,953,253.0,Yes
2021-07-24 15:55:59,0.59,73.81,45.0,979,981,181.0,Yes
2021-07-24 16:55:59,0.59,74.25,46.0,979,988,127.0,Yes
2021-07-24 17:55:59,0.57,74.71,47.0,979,1020,97.0,Yes
2021-07-24 18:55:59,0.57,75.51,47.5,978,999,63.0,Yes
2021-07-24 19:55:59,0.62,76.06,47.0,978,1040,58.0,Yes
2021-07-24 20:55:59,0.57,76.69,46.0,978,1014,72.0,Yes
2021-07-24 21:55:59,0.51,76.06,41.5,978,981,88.0,Yes
2021-07-24 22:55:59,0.49,75.38,40.5,978,978,56.0,Yes
2021-07-24 23:55:59,0.49,74.84,40.0,979,940,48.0,Yes
2021-07-25 00:55:59,0.57,74.41,39.5,979,959,67.0,Yes
2021-07-25 01:55:59,0.62,74.77,42.0,979,990,165.0,Yes
2021-07-25 02:55:59,0.54,74.68,42.5,980,1005,335.0,Yes
2021-07-25 03:55:59,0.43,74.64,43.0,981,1045,641.0,Yes
2021-07-25 04:55:59,0.43,74.07,41.0,982,1031,659.0,Yes
2021-07-25 05:55:59,0.35,73.89,42.0,982,1030,641.0,Yes
2021-07-25 06:55:59,0.35,73.83,43.0,982,1009,574.0,Yes
2021-07-25 07:55:59,0.35,73.74,43.5,982,998,601.0,Yes
2021-07-25 08:55:59,0.38,73.76,44.5,982,969,534.0,Yes
2021-07-25 09:55:59,0.43,73.76,45.0,982,946,483.0,Yes
2021-07-25 10:55:59,0.43,73.72,46.0,982,917,359.0,Yes
2021-07-25 11:55:59,0.43,73.67,47.0,983,874,222.0,Yes
2021-07-25 12:55:59,0.43,73.72,47.5,983,874,174.0,Yes
2021-07-25 13:55:59,0.51,73.69,46.0,983,1039,294.0,Yes
2021-07-25 14:55:59,0.51,73.98,46.5,983,1085,236.0,Yes
2021-07-25 15:55:59,0.51,74.77,47.5,983,1129,118.0,Yes
2021-07-25 16:55:59,0.51,75.72,47.5,984,1060,59.0,Yes
2021-07-25 17:55:59,0.46,76.5,47.5,983,965,46.0,Yes
2021-07-25 18:55:59,0.46,76.68,44.0,983,961,65.0,Yes
2021-07-25 19:55:59,0.43,76.3,41.0,982,875,48.0,Yes
2021-07-25 20:55:59,0.43,76.66,42.0,982,809,50.0,Yes
2021-07-25 21:55:59,0.51,76.51,41.5,982,776,50.0,No
2021-07-25 22:55:59,0.46,76.14,41.0,982,815,61.0,Yes
2021-07-25 23:55:59,0.51,75.85,41.0,982,804,75.0,Yes
2021-07-26 00:55:59,0.43,75.79,41.0,982,797,138.0,No
2021-07-26 01:55:59,0.35,75.42,41.5,982,877,483.0,Yes
2021-07-26 02:55:59,0.35,75.11,41.5,983,881,538.0,Yes
2021-07-26 03:55:59,0.35,74.35,39.5,984,918,597.0,Yes
2021-07-26 04:55:59,0.35,73.74,39.5,984,889,570.0,Yes
2021-07-26 05:55:59,0.46,73.67,41.5,984,889,686.0,Yes
2021-07-26 06:55:59,0.57,73.69,42.5,984,851,435.0,Yes
2021-07-26 07:55:59,0.57,73.72,43.5,984,874,390.0,Yes
2021-07-26 08:55:59,0.59,73.67,44.5,984,832,304.0,Yes
2021-07-26 09:55:59,0.57,73.6,45.0,985,810,215.0,Yes
2021-07-26 10:55:59,0.76,73.53,45.5,985,805,174.0,Yes
2021-07-26 11:55:59,0.76,73.47,46.0,985,795,131.0,No
2021-07-26 12:55:59,0.86,73.47,46.5,986,806,129.0,Yes
2021-07-26 13:55:59,0.76,73.71,47.0,986,961,201.0,Yes
2021-07-26 14:55:59,0.73,73.45,43.5,986,1085,362.0,Yes
2021-07-26 15:55:59,0.76,76.14,50.0,986,856,46.0,Yes
2021-07-26 16:55:59,0.84,78.31,50.5,986,797,48.0,No
2021-07-26 17:55:59,0.84,78.01,46.5,985,944,394.0,Yes
2021-07-26 18:55:59,0.86,79.86,47.5,985,743,110.0,No
2021-07-26 19:55:59,0.86,80.2,44.0,985,875,277.0,Yes
2021-07-26 20:55:59,0.86,79.47,41.0,985,917,284.0,Yes
2021-07-26 21:55:59,0.84,78.6,39.5,984,909,225.0,Yes
2021-07-26 22:55:59,0.84,77.0,39.0,984,892,246.0,Yes
2021-07-26 23:55:59,0.78,75.83,38.5,983,899,208.0,Yes
2021-07-27 00:55:59,0.78,75.45,41.0,983,955,236.0,Yes
2021-07-27 01:55:59,0.78,75.4,41.0,983,906,645.0,Yes
2021-07-27 02:55:59,0.78,74.97,40.0,984,873,926.0,Yes
2021-07-27 03:55:59,0.78,74.71,41.0,984,912,1136.0,Yes
2021-07-27 04:55:59,0.78,74.77,42.5,985,945,1340.0,Yes
2021-07-27 05:55:59,0.65,74.84,44.0,985,984,1246.0,Yes
2021-07-27 06:55:59,0.57,74.35,41.5,985,900,734.0,Yes
2021-07-27 07:55:59,0.59,74.12,42.5,985,857,512.0,Yes
2021-07-27 08:55:59,0.51,73.89,42.5,985,849,397.0,Yes
2021-07-27 09:55:59,0.54,73.76,43.5,985,822,322.0,Yes
2021-07-27 10:55:59,0.43,73.74,44.5,986,805,267.0,Yes
2021-07-27 11:55:59,0.43,73.78,45.5,987,786,187.0,No
2021-07-27 12:55:59,0.41,73.81,46.0,986,770,159.0,No
2021-07-27 13:55:59,0.54,73.47,43.5,987,899,376.0,Yes
2021-07-27 14:55:59,0.59,73.53,45.0,990,880,259.0,Yes
2021-07-27 15:55:59,0.62,73.65,46.5,986,866,187.0,Yes
2021-07-27 16:55:59,0.51,73.99,47.0,984,903,146.0,Yes
2021-07-27 17:55:59,0.62,74.55,47.5,984,877,72.0,Yes
2021-07-27 18:55:59,0.57,75.09,48.0,984,867,75.0,Yes
2021-07-27 19:55:59,0.62,75.4,46.5,984,912,95.0,Yes
2021-07-27 20:55:59,0.62,75.42,43.0,984,884,93.0,Yes
2021-07-27 21:55:59,0.57,75.31,41.5,984,877,93.0,Yes
2021-07-27 22:55:59,0.57,74.89,40.0,984,861,133.0,Yes
2021-07-27 23:55:59,0.62,74.5,41.0,984,810,78.0,Yes
2021-07-28 00:55:59,0.62,74.17,41.5,984,849,89.0,Yes
2021-07-28 01:55:59,0.65,74.03,42.0,984,883,222.0,Yes
2021-07-28 02:55:59,0.7,73.87,42.5,984,919,390.0,Yes
2021-07-28 03:55:59,0.7,73.8,42.5,984,872,459.0,Yes
2021-07-28 04:55:59,0.7,73.98,45.0,985,799,332.0,No
2021-07-28 05:55:59,0.7,73.87,44.0,985,824,462.0,Yes
2021-07-28 06:55:59,0.7,73.9,44.5,985,831,414.0,Yes
2021-07-28 07:55:59,0.78,73.89,45.0,984,816,359.0,Yes
2021-07-28 08:55:59,0.81,73.76,45.0,985,835,431.0,Yes
2021-07-28 09:55:59,0.76,73.62,45.0,985,849,743.0,Yes
2021-07-28 10:55:59,0.68,73.51,45.0,985,865,860.0,Yes
2021-07-28 11:55:59,0.7,73.51,46.5,985,820,686.0,Yes
2021-07-28 12:55:59,0.65,73.35,46.0,986,856,587.0,Yes
2021-07-28 13:55:59,0.57,73.49,46.0,986,837,583.0,Yes
2021-07-28 14:55:59,0.51,75.47,47.0,986,1080,353.0,Yes
2021-07-28 15:55:59,0.46,76.12,44.0,986,970,445.0,Yes
2021-07-28 16:55:59,0.46,77.25,44.5,986,1205,401.0,Yes
2021-07-28 17:55:59,0.41,77.27,44.5,985,950,311.0,Yes
2021-07-28 18:55:59,0.59,77.76,41.0,984,835,163.0,Yes
2021-07-28 19:55:59,0.54,77.07,39.0,984,820,133.0,Yes
2021-07-28 20:55:59,0.62,77.77,40.0,983,900,97.0,Yes
2021-07-28 21:55:59,0.76,77.7,38.5,982,854,91.0,Yes
2021-07-28 22:55:59,0.89,75.9,39.0,983,785,46.0,No
2021-07-28 23:55:59,0.89,75.02,40.5,983,723,63.0,No
2021-07-29 00:55:59,0.89,74.53,41.0,982,661,105.0,No
2021-07-29 01:55:59,0.84,73.96,41.0,981,693,222.0,No
2021-07-29 02:55:59,0.78,73.96,43.0,981,747,301.0,No
2021-07-29 03:55:59,0.78,73.8,42.5,980,679,215.0,No
2021-07-29 04:55:59,0.78,73.87,43.5,980,698,184.0,No
2021-07-29 05:55:59,0.78,73.89,45.0,981,688,153.0,No
2021-07-29 06:55:59,0.78,73.99,46.0,981,688,129.0,No
2021-07-29 07:55:59,0.68,73.99,47.0,981,594,58.0,No
2021-07-29 08:55:59,0.62,73.9,46.5,981,621,122.0,No
2021-07-29 09:55:59,0.68,73.8,46.0,980,644,136.0,No
2021-07-29 10:55:59,0.68,73.63,46.0,980,644,86.0,No
2021-07-29 11:55:59,0.62,73.63,47.5,980,590,46.0,No
2021-07-29 13:00:45,0.62,73.76,48.0,981,598,59.0,No
2021-07-29 14:00:45,0.59,73.6,46.5,982,681,146.0,No
2021-07-29 15:00:45,0.59,73.62,46.0,982,737,169.0,No
2021-07-29 16:00:45,0.59,73.8,45.0,982,758,97.0,No
2021-07-29 17:00:45,0.59,74.44,46.0,982,787,52.0,No
2021-07-29 18:00:45,0.59,74.98,48.0,982,805,56.0,Yes
2021-07-29 19:00:45,0.38,75.42,46.5,982,754,65.0,No
2021-07-29 20:00:45,0.38,75.85,46.5,982,759,86.0,No
2021-07-29 21:00:45,0.38,76.06,45.0,982,739,75.0,No
2021-07-29 22:00:45,0.24,76.24,45.5,983,776,61.0,No
2021-07-29 23:00:45,0.16,75.9,44.5,983,763,58.0,No
2021-07-30 00:00:45,0.16,75.4,44.0,984,765,46.0,No
2021-07-30 01:00:45,0.16,75.22,45.0,985,819,431.0,Yes
2021-07-30 02:00:45,0.22,75.0,45.5,985,794,476.0,No
2021-07-30 03:00:45,0.24,74.93,46.0,985,758,428.0,No
2021-07-30 04:00:45,0.24,74.95,47.0,986,747,538.0,No
2021-07-30 05:00:45,0.3,74.23,43.0,987,752,452.0,No
2021-07-30 06:00:45,0.32,73.62,43.0,987,741,362.0,No
2021-07-30 07:00:45,0.35,73.63,44.5,988,698,308.0,No
2021-07-30 08:00:45,0.35,73.53,45.0,988,695,322.0,No
2021-07-30 09:00:45,0.35,73.53,46.5,989,626,46.0,No
2021-07-30 10:00:45,0.51,73.31,46.0,989,657,140.0,No
2021-07-30 11:00:45,0.51,73.2,47.0,990,572,52.0,No
2021-07-30 12:00:45,0.46,73.09,47.5,990,506,54.0,No
2021-07-30 13:00:45,0.46,73.08,47.5,991,467,46.0,No
2021-07-30 14:00:45,0.41,73.11,48.0,990,486,69.0,No
2021-07-30 15:00:45,0.51,73.26,48.5,991,555,122.0,No
2021-07-30 16:00:45,0.46,73.72,48.5,991,693,212.0,No
2021-07-30 17:00:45,0.46,74.19,48.0,991,739,208.0,No
2021-07-30 18:00:45,0.57,75.24,48.5,990,1059,135.0,Yes
2021-07-30 19:00:45,0.59,76.26,48.5,989,1584,127.0,Yes
2021-07-30 20:00:45,0.57,76.15,48.5,989,686,48.0,No
2021-07-30 21:00:45,0.57,76.05,46.5,989,569,46.0,No
2021-07-30 22:00:45,0.54,76.05,47.5,989,596,58.0,No
2021-07-30 23:00:45,0.54,75.65,47.0,989,555,50.0,No
2021-07-31 00:00:45,0.54,75.4,47.0,989,592,58.0,No
2021-07-31 01:00:45,0.54,74.84,45.5,988,549,56.0,No
2021-07-31 02:00:45,0.49,74.64,46.5,988,531,59.0,No
2021-07-31 03:00:45,0.49,74.32,44.0,989,637,114.0,No
2021-07-31 04:00:45,0.43,73.49,42.5,988,608,93.0,No
2021-07-31 05:00:45,0.43,73.38,45.5,988,527,46.0,No
2021-07-31 06:00:45,0.38,73.27,47.5,987,439,46.0,No
2021-07-31 07:00:45,0.38,73.15,48.5,987,374,67.0,No
2021-07-31 08:00:45,0.38,72.99,49.0,987,350,46.0,No
2021-07-31 09:00:45,0.38,72.81,49.5,986,357,48.0,No
2021-07-31 10:00:45,0.35,72.61,50.0,986,367,48.0,No
2021-07-31 11:00:45,0.51,72.41,50.5,986,374,46.0,No
2021-07-31 12:00:45,0.57,72.21,50.5,986,388,50.0,No
2021-07-31 13:00:45,0.57,72.1,51.0,986,389,46.0,No
2021-07-31 14:00:45,0.7,72.03,49.5,986,564,592.0,No
2021-07-31 15:00:45,0.65,72.09,49.5,985,621,704.0,No
2021-07-31 16:00:45,0.73,72.59,50.0,986,721,609.0,No
2021-07-31 17:00:45,0.73,73.22,50.5,985,758,565.0,No
2021-07-31 18:00:45,0.59,73.63,50.0,985,681,362.0,No
2021-07-31 19:00:45,0.59,73.35,46.5,984,644,242.0,No
2021-07-31 20:00:45,0.59,73.83,47.0,983,665,187.0,No
2021-07-31 21:00:45,0.65,74.14,46.5,983,638,161.0,No
2021-07-31 22:00:45,0.65,73.94,45.0,983,619,195.0,No
