date,delay,destination,distance,Distance,origin
3/6/2001 08:40,-13,FLL,,318,JAX
1/27/2001 09:25,-11,STL,,687,HOU
2/1/2001 07:00,-8,PHX,,1506,SDF
3/30/2001 18:05,-3,ONT,197,,LAS
3/5/2001 16:45,3,MCI,,405,MDW
1/7/2001 07:00,-11,CMH,284,,MDW
3/30/2001 11:35,8,BNA,471,,MSY
3/12/2001 18:10,-2,AUS,,148,HOU
3/1/2001 10:15,26,MSY,303,,HOU
2/2/2001 08:00,0,SNA,,342,SJC
3/2/2001 14:30,35,LAS,,1090,AUS
3/26/2001 14:28,35,MAF,,332,ABQ
3/12/2001 16:25,15,FLL,,318,JAX
2/28/2001 08:00,-10,SMF,389,,ONT
3/24/2001 16:45,15,BUR,296,,SJC
3/6/2001 12:45,-5,TUL,223,,MCI
1/18/2001 16:50,5,SNA,,342,SJC
1/3/2001 11:17,14,PHX,,369,BUR
1/13/2001 09:00,5,LAX,337,,OAK
2/4/2001 12:15,25,DTW,,229,MDW
2/19/2001 12:38,18,LAX,,370,PHX
3/12/2001 13:45,0,LBB,,293,DAL
3/18/2001 19:41,10,MCI,405,,MDW
1/10/2001 16:27,48,PHX,,347,ELP
1/5/2001 11:30,5,ABQ,328,,PHX
2/21/2001 21:12,16,SMF,480,,SAN
2/14/2001 16:48,-5,MSY,,550,MCO
3/19/2001 19:45,-4,SDF,,271,MDW
3/21/2001 10:55,-15,MCO,1142,,MHT
3/23/2001 08:15,1,SAT,,1407,BWI
1/26/2001 13:08,-3,BWI,,283,BDL
3/9/2001 10:20,-9,DAL,580,,ABQ
2/2/2001 09:00,-10,ELP,,246,MAF
2/17/2001 16:25,0,STL,440,,DTW
1/24/2001 10:30,2,SMF,,373,LAX
1/5/2001 14:14,-7,FLL,1166,,MDW
1/24/2001 09:57,12,BUR,325,,OAK
3/19/2001 06:45,-9,MCO,,178,FLL
3/21/2001 15:55,-5,HOU,303,,MSY
1/14/2001 09:40,19,HOU,,276,HRL
3/27/2001 18:25,0,IND,,1591,LAS
3/5/2001 19:05,19,BUR,296,,SJC
3/8/2001 14:05,-1,STL,,254,SDF
2/9/2001 12:00,-5,JAX,,663,BWI
1/11/2001 07:10,7,DAL,,296,LIT
1/26/2001 08:14,2,TUS,,367,SAN
2/23/2001 12:50,12,BNA,1977,,SEA
3/24/2001 19:55,-20,BWI,,515,IND
2/6/2001 09:10,-25,MCI,,1442,SMF
3/23/2001 09:15,0,PHX,347,,ELP
3/12/2001 16:10,5,BWI,611,,MDW
1/24/2001 21:00,-12,LAX,,337,OAK
3/6/2001 19:27,17,SLC,493,,ABQ
2/24/2001 12:15,2,MDW,,251,STL
2/13/2001 11:30,-10,BWI,1407,,SAT
2/17/2001 17:10,0,ELP,,528,AUS
1/24/2001 14:40,0,BHM,682,,BWI
1/24/2001 08:55,-10,HOU,303,,MSY
3/30/2001 11:30,0,BWI,,787,MCO
2/13/2001 20:35,56,PHX,,304,SAN
2/26/2001 16:15,-13,SFO,447,,SAN
3/24/2001 11:50,-7,MSY,,487,TPA
3/20/2001 09:40,8,LAS,236,,LAX
3/18/2001 19:35,-5,SMF,373,,LAX
1/16/2001 17:34,69,OKC,,833,PHX
1/28/2001 08:00,-2,HOU,,303,MSY
1/21/2001 13:20,-5,OAK,,180,RNO
1/14/2001 12:35,8,SAN,,367,TUS
1/23/2001 18:35,-15,OAK,1959,,BNA
2/19/2001 20:03,43,SMF,,358,BUR
2/28/2001 10:50,63,PHX,325,,ONT
1/16/2001 19:18,23,LAX,,590,SLC
2/25/2001 21:01,51,OAK,,446,SAN
1/5/2001 18:08,22,MCO,787,,BWI
1/16/2001 18:44,39,OAK,,337,LAX
3/23/2001 17:10,5,MCI,,405,MDW
2/27/2001 16:19,92,SLC,,919,MCI
3/10/2001 17:43,2,MCI,,967,BWI
2/7/2001 16:10,-20,RNO,564,,SEA
2/25/2001 17:50,0,BHM,,321,MSY
1/25/2001 13:15,23,MCO,,828,IND
3/15/2001 13:26,8,AUS,,756,BNA
3/12/2001 08:45,-25,OAK,,889,ABQ
3/15/2001 10:10,-5,PHX,1262,,STL
2/23/2001 19:13,22,ELP,,562,DAL
2/14/2001 16:15,39,ELP,,347,PHX
1/24/2001 12:10,-5,SJC,,697,SEA
3/18/2001 09:12,0,RNO,,444,PDX
2/23/2001 15:31,15,BWI,1670,,ABQ
1/23/2001 23:50,-13,MDW,,405,MCI
2/18/2001 09:50,0,LBB,,293,DAL
2/17/2001 16:25,-8,LAX,,714,ELP
1/29/2001 11:40,-8,SAN,,258,LAS
3/2/2001 20:21,25,SMF,,479,PDX
3/29/2001 12:45,6,HOU,,148,AUS
1/9/2001 17:33,-2,DAL,239,,HOU
1/4/2001 21:45,2,STL,,687,HOU
3/26/2001 09:40,-1,MDW,632,,RDU
2/19/2001 12:28,5,LAS,,197,ONT
3/25/2001 12:40,5,BNA,,1751,ONT
3/3/2001 17:55,0,MDW,,1521,LAS
3/9/2001 08:33,-3,DAL,,239,HOU
2/19/2001 16:05,5,MDW,765,,ISP
2/3/2001 10:50,-3,BUR,223,,LAS
1/25/2001 10:20,-13,OMA,1099,,LAS
3/6/2001 17:35,-8,MDW,,842,PVD
2/28/2001 10:38,0,SMF,,373,LAX
3/21/2001 06:50,-4,DTW,,229,MDW
1/10/2001 11:52,14,SNA,,371,OAK
3/19/2001 13:32,20,BWI,588,,BNA
1/30/2001 15:04,14,TPA,,842,BWI
2/13/2001 10:25,17,SMF,,605,SEA
1/18/2001 15:48,9,OAK,,361,ONT
1/12/2001 20:52,129,LAX,,590,SLC
1/16/2001 06:37,9,SEA,689,,SLC
3/13/2001 20:45,-4,SAN,,417,SJC
1/4/2001 18:40,4,MDW,,838,MHT
2/21/2001 10:20,-2,HOU,,359,JAN
1/29/2001 08:35,-15,PHX,,1444,MDW
2/6/2001 06:25,5,STL,,251,MDW
2/2/2001 09:45,-5,AMA,324,,DAL
3/1/2001 21:45,-7,BWI,,588,BNA
2/14/2001 06:10,-3,HOU,276,,HRL
3/4/2001 13:20,21,FLL,,178,MCO
2/13/2001 08:00,2,SLC,,422,RNO
2/14/2001 18:45,13,DAL,,189,AUS
3/27/2001 18:35,4,PDX,543,,OAK
1/4/2001 12:30,-5,HOU,,239,DAL
2/26/2001 16:30,-5,STL,,440,DTW
1/25/2001 13:20,9,AUS,756,,BNA
2/28/2001 18:30,43,PDX,,444,RNO
1/4/2001 16:25,-5,BWI,611,,MDW
2/14/2001 07:30,-3,ABQ,223,,ELP
3/25/2001 17:23,4,TPA,174,,PBI
3/2/2001 08:15,-2,ABQ,,677,LAX
2/18/2001 10:10,8,MDW,,611,BWI
1/9/2001 21:20,-20,LAS,,1140,MCI
1/10/2001 09:44,9,OAK,,371,SNA
2/26/2001 21:05,58,ABQ,,487,LAS
3/1/2001 18:35,15,PHX,,370,LAX
3/6/2001 15:35,11,LAS,,1099,OMA
3/30/2001 11:00,-5,OAK,,180,RNO
1/22/2001 12:05,-10,ABQ,,223,ELP
2/12/2001 17:10,2,MCO,550,,MSY
2/19/2001 17:35,20,LBB,,295,ELP
2/4/2001 07:30,-6,RDU,443,,BNA
2/19/2001 17:40,4,ONT,,325,PHX
1/14/2001 15:20,3,PHX,,843,SAT
3/24/2001 12:45,-1,TPA,1137,,PVD
3/11/2001 07:32,7,LAX,,308,SJC
1/8/2001 10:15,-5,LAS,,256,PHX
2/18/2001 07:10,-10,GEG,,806,LAS
3/31/2001 17:00,0,SAN,,480,SMF
1/11/2001 09:40,25,BUR,223,,LAS
2/6/2001 07:25,-3,MDW,,611,BWI
1/30/2001 19:10,18,SNA,,342,SJC
2/16/2001 09:23,20,HOU,,570,BHM
2/19/2001 09:30,-3,MDW,,271,SDF
2/28/2001 06:50,0,MSY,,550,MCO
1/19/2001 08:00,-1,MCO,972,,ISP
2/18/2001 18:55,-12,MCO,,1072,MCI
3/26/2001 06:13,-7,SEA,399,,BOI
1/25/2001 08:00,-15,STL,251,,MDW
1/13/2001 09:50,-16,LBB,,775,LAS
3/11/2001 10:05,20,BOI,291,,SLC
2/12/2001 08:21,7,MAF,,319,DAL
3/11/2001 18:10,-15,MDW,,777,BDL
1/9/2001 12:28,50,LAS,,407,OAK
1/13/2001 07:35,-21,MCO,,1073,PVD
3/3/2001 08:45,-7,SLC,,588,OAK
1/19/2001 10:53,8,SLC,,368,LAS
3/29/2001 21:22,174,PHX,843,,SAT
2/21/2001 21:25,3,LAS,,1140,MCI
2/12/2001 14:59,8,STL,,251,MDW
1/4/2001 19:38,7,ABQ,,277,AMA
3/18/2001 15:48,61,LAX,308,,SJC
2/11/2001 19:45,-5,DAL,,237,TUL
3/31/2001 19:30,-10,MHT,,1236,MCI
3/21/2001 11:20,-5,HOU,,187,CRP
2/27/2001 08:00,5,ALB,,288,BWI
2/16/2001 11:12,48,DAL,,296,LIT
3/7/2001 17:10,-6,MDW,162,,IND
1/8/2001 16:05,3,STL,237,,MCI
2/20/2001 20:30,-5,LAX,,337,OAK
3/31/2001 18:10,-9,SJC,,386,LAS
1/22/2001 11:00,-10,SLC,,368,LAS
2/5/2001 09:40,-5,DAL,,248,SAT
2/25/2001 08:55,-10,MHT,838,,MDW
1/10/2001 13:00,-1,LAS,,345,RNO
1/16/2001 15:00,115,PHX,369,,BUR
2/27/2001 18:10,-2,ISP,,108,PVD
1/12/2001 19:45,-2,MDW,1166,,FLL
3/1/2001 18:13,60,CRP,,187,HOU
2/9/2001 14:23,14,MCI,,405,MDW
2/28/2001 13:15,61,LAS,,197,ONT
3/4/2001 06:45,0,FLL,178,,MCO
3/13/2001 11:00,7,STL,351,,TUL
3/17/2001 08:37,-5,LAX,,236,LAS
3/17/2001 17:55,-27,SAN,1599,,MSY
2/28/2001 20:20,8,BNA,443,,RDU
2/20/2001 12:35,8,PHX,347,,ELP
2/8/2001 06:45,-11,CMH,,284,MDW
1/18/2001 19:35,-3,BUR,,358,SMF
1/26/2001 15:28,14,MSY,,303,HOU
2/8/2001 09:20,4,TUL,,237,DAL
2/20/2001 08:20,-20,BNA,,1751,SAN
2/3/2001 06:55,-5,BWI,,967,MCI
2/24/2001 16:20,-21,MCI,,1072,MCO
1/29/2001 06:30,4,SEA,,224,GEG
2/5/2001 18:55,-5,STL,296,,LIT
3/3/2001 17:03,5,SJC,,417,SAN
3/15/2001 17:23,25,RDU,,443,BNA
3/16/2001 17:15,-2,DAL,239,,HOU
3/22/2001 10:40,-4,STL,440,,DTW
3/25/2001 12:36,10,OMA,,423,MDW
2/22/2001 08:20,-10,MCO,550,,MSY
1/26/2001 16:05,-3,BUF,281,,BWI
1/22/2001 16:30,0,BWI,,288,ALB
2/3/2001 07:05,-7,BNA,,616,MCO
1/22/2001 10:55,-13,SAT,,248,DAL
2/25/2001 10:20,-8,BNA,,443,RDU
1/6/2001 06:20,-12,SJC,,386,LAS
1/19/2001 14:55,2,SJC,,333,ONT
2/5/2001 14:00,-4,SAN,304,,PHX
3/3/2001 07:25,-8,LAS,758,,AMA
1/22/2001 07:41,5,ISP,220,,BWI
3/12/2001 11:05,5,PHX,621,,SJC
3/7/2001 19:05,2,TPA,,197,FLL
2/27/2001 16:42,75,DAL,,248,SAT
2/24/2001 07:45,0,LAS,,368,SLC
1/12/2001 17:05,157,ABQ,328,,PHX
3/29/2001 13:55,3,ELP,,584,LAS
2/27/2001 18:40,0,LAS,,258,SAN
3/10/2001 16:31,12,SMF,,397,LAS
3/22/2001 15:38,23,LAX,,373,SMF
3/8/2001 16:27,100,BOI,399,,SEA
3/8/2001 00:55,167,MCO,,550,MSY
2/25/2001 13:45,20,BNA,758,,PBI
2/5/2001 10:46,8,SEA,,224,GEG
3/30/2001 11:03,15,LAS,,223,BUR
1/29/2001 12:02,27,PHX,,1999,BWI
3/23/2001 08:19,-6,MDW,,937,HOU
2/27/2001 18:10,-20,OAK,,588,SLC
2/22/2001 08:07,1,SFO,447,,SAN
1/14/2001 07:03,4,MSY,,550,MCO
1/26/2001 16:35,-2,ABQ,,580,DAL
2/7/2001 09:21,10,LIT,,296,DAL
2/19/2001 13:00,-11,STL,342,,OMA
3/5/2001 06:30,-2,HOU,303,,MSY
3/21/2001 18:17,39,BWI,255,,RDU
1/12/2001 07:35,-15,MCO,1073,,PVD
3/29/2001 17:15,0,MDW,,405,MCI
2/21/2001 08:00,3,AUS,148,,HOU
2/25/2001 13:50,4,LAS,,197,ONT
2/3/2001 07:00,-1,LAS,223,,BUR
3/5/2001 20:20,-16,MCI,,1044,PHX
1/8/2001 09:31,27,MSY,,487,TPA
2/1/2001 08:25,7,JAN,888,,BWI
3/6/2001 07:30,-15,MCO,,787,BWI
2/12/2001 20:25,-2,MDW,,307,CLE
2/20/2001 12:10,-20,HOU,670,,BNA
2/3/2001 15:04,11,RDU,587,,TPA
2/26/2001 15:35,28,DAL,,293,LBB
3/9/2001 07:00,-5,SMF,,358,BUR
2/2/2001 12:05,-7,LIT,,393,HOU
2/6/2001 08:45,-12,SDF,1624,,LAS
2/16/2001 21:20,35,SJC,,417,SAN
2/2/2001 19:59,8,TPA,,174,PBI
3/5/2001 09:50,1,PHX,,325,ONT
3/13/2001 11:35,-12,OAK,671,,SEA
2/3/2001 10:10,5,FLL,197,,TPA
1/27/2001 18:20,-6,SFO,,447,SAN
3/13/2001 07:25,5,SLC,,368,LAS
1/25/2001 23:50,17,MDW,,405,MCI
2/9/2001 23:08,83,HRL,,276,HOU
3/19/2001 11:26,5,ELP,,496,SAT
3/11/2001 06:30,-10,LAX,,677,ABQ
2/1/2001 15:20,-7,TUL,453,,HOU
2/28/2001 12:10,90,STL,,440,DTW
2/11/2001 08:55,-20,BDL,,1111,TPA
2/17/2001 19:30,-3,PHX,,370,LAX
1/26/2001 16:30,6,DAL,,239,HOU
1/17/2001 11:30,9,ABQ,328,,PHX
2/10/2001 15:48,0,HOU,,687,STL
3/1/2001 12:05,-6,ABQ,,223,ELP
1/29/2001 15:20,12,MCO,550,,MSY
3/13/2001 08:35,-10,ONT,,361,OAK
3/22/2001 07:55,-7,HOU,419,,OKC
3/26/2001 21:20,0,LAX,,308,SJC
3/20/2001 15:30,-6,SAN,,258,LAS
1/4/2001 17:35,-7,MAF,319,,DAL
3/2/2001 20:00,-12,PHX,,347,ELP
3/28/2001 16:41,0,SMF,,647,PHX
1/6/2001 10:10,0,STL,,237,MCI
1/28/2001 20:17,33,SFO,,651,PHX
1/24/2001 11:30,0,SLC,,368,LAS
1/26/2001 08:10,3,JAN,587,,MCO
1/7/2001 18:40,5,BNA,,448,CLE
3/18/2001 17:21,52,AUS,,189,DAL
1/8/2001 11:00,-20,SEA,671,,OAK
2/26/2001 09:05,-2,ELP,,528,AUS
1/18/2001 20:45,25,BWI,,283,BDL
1/3/2001 18:20,0,MDW,,405,MCI
1/18/2001 19:05,25,LAS,258,,SAN
2/7/2001 08:05,-5,BHM,,321,MSY
2/2/2001 10:40,-3,SAN,447,,SFO
2/20/2001 19:30,-18,MHT,,1236,MCI
3/22/2001 20:35,5,BWI,611,,MDW
2/25/2001 20:50,40,SAN,,446,OAK
3/19/2001 09:15,-15,PVD,,1073,MCO
3/24/2001 18:35,3,LAX,451,,TUS
3/2/2001 08:15,0,DAL,,237,TUL
2/23/2001 18:40,100,SLC,,291,BOI
3/26/2001 06:30,-7,ELP,562,,DAL
1/1/2001 12:35,-2,ELP,,636,SAN
1/20/2001 15:45,-3,BWI,588,,BNA
1/23/2001 09:20,20,LAX,,390,RNO
2/8/2001 11:15,-3,MCI,491,,BNA
3/30/2001 18:25,-9,LAS,1140,,MCI
1/11/2001 19:50,-5,FLL,318,,JAX
2/19/2001 11:19,3,PHX,,369,BUR
1/2/2001 08:45,-12,IAH,217,,DAL
1/13/2001 19:30,2,MCI,405,,MDW
3/23/2001 07:49,20,SJC,,308,LAX
1/8/2001 11:35,-7,LAS,,775,LBB
1/10/2001 17:20,22,HOU,,192,SAT
1/15/2001 09:55,-7,SDF,271,,MDW
2/12/2001 12:05,-3,DAL,293,,LBB
2/2/2001 11:00,-3,SLC,,368,LAS
3/16/2001 22:00,-4,PHX,,370,LAX
1/15/2001 18:20,-8,HOU,,192,SAT
1/13/2001 15:10,18,SAN,,628,ABQ
3/8/2001 16:55,12,LAX,,236,LAS
1/27/2001 11:00,0,LAX,,337,OAK
1/24/2001 13:45,14,OAK,407,,LAS
1/23/2001 15:20,-5,LAS,258,,SAN
2/21/2001 16:00,-5,PHX,,833,OKC
2/5/2001 17:05,-5,HOU,192,,SAT
2/8/2001 20:15,-3,BOI,,344,PDX
3/2/2001 18:05,35,LAS,,258,SAN
1/1/2001 08:45,0,PDX,,279,GEG
1/4/2001 18:54,15,RNO,,180,OAK
1/6/2001 18:00,-3,LAS,,223,BUR
2/5/2001 15:55,-7,ABQ,328,,PHX
1/21/2001 07:10,11,BNA,,612,TPA
2/2/2001 14:28,-3,SLC,422,,RNO
2/7/2001 08:10,3,PHX,,328,ABQ
3/27/2001 15:15,-7,SDF,,254,STL
1/3/2001 08:00,-15,RNO,345,,LAS
2/11/2001 14:12,7,SAN,,304,PHX
2/14/2001 09:40,5,MDW,307,,CLE
1/30/2001 06:37,20,BWI,,288,ALB
1/2/2001 14:00,0,HOU,239,,DAL
1/14/2001 12:00,-6,OAK,337,,LAX
1/19/2001 19:42,14,SJC,417,,SAN
3/28/2001 07:45,1,DAL,,189,AUS
2/10/2001 15:08,8,SLC,,919,MCI
2/21/2001 12:10,-6,PHX,,872,AUS
1/2/2001 18:55,45,LAS,,1235,HOU
2/8/2001 11:20,0,SAT,248,,DAL
1/13/2001 08:50,-10,TUL,453,,HOU
1/30/2001 11:05,14,STL,,1262,PHX
1/6/2001 20:25,-3,HOU,,303,MSY
3/16/2001 15:45,3,OAK,446,,SAN
3/20/2001 12:26,5,BNA,,1751,ONT
1/11/2001 11:50,-20,MDW,997,,TPA
3/5/2001 14:55,0,MDW,405,,MCI
3/15/2001 07:50,1,BWI,220,,ISP
1/17/2001 09:30,0,IND,515,,BWI
1/15/2001 21:30,6,SDF,,495,BWI
2/19/2001 11:36,77,HOU,192,,SAT
1/31/2001 18:00,-13,OAK,646,,PHX
1/6/2001 08:00,-3,SMF,389,,ONT
2/18/2001 20:38,8,SEA,,564,RNO
1/28/2001 16:10,2,BWI,,611,MDW
1/29/2001 17:40,3,SJC,,296,BUR
3/7/2001 16:38,2,OAK,371,,SNA
3/29/2001 22:00,23,LAS,236,,LAX
2/10/2001 13:45,-15,SEA,1107,,PHX
3/30/2001 14:12,-7,BNA,616,,MCO
2/16/2001 16:47,50,TUL,,237,DAL
3/11/2001 12:20,8,LAS,,258,SAN
3/7/2001 10:45,-10,PBI,,758,BNA
1/14/2001 20:04,-1,HOU,,239,DAL
3/21/2001 08:00,-5,LAS,,1140,MCI
2/5/2001 07:00,-4,DAL,,239,HOU
3/1/2001 17:40,-8,BWI,281,,BUF
3/28/2001 14:44,30,STL,251,,MDW
3/25/2001 17:16,5,CLE,307,,MDW
2/17/2001 10:30,-3,HOU,,303,MSY
1/14/2001 20:38,1,SJC,,342,SNA
2/19/2001 20:57,14,SAT,843,,PHX
3/21/2001 19:30,-2,LAX,,370,PHX
3/29/2001 15:54,31,HOU,,187,CRP
2/22/2001 09:50,14,LAS,1501,,MSY
3/28/2001 07:25,13,MCI,1489,,OAK
1/12/2001 06:45,12,BHM,460,,TPA
3/21/2001 15:40,12,BWI,,377,MHT
2/10/2001 12:50,66,ELP,714,,LAX
2/11/2001 17:00,-3,HOU,,192,SAT
1/27/2001 13:10,-15,BWI,967,,MCI
3/27/2001 14:52,23,BWI,,1246,HOU
1/17/2001 10:35,13,PHX,304,,SAN
1/7/2001 08:27,2,PHX,,646,OAK
3/23/2001 18:04,14,HOU,192,,SAT
2/1/2001 17:00,-6,SAN,447,,SFO
2/15/2001 08:55,0,LAX,390,,RNO
3/7/2001 14:52,14,STL,,1262,PHX
3/13/2001 09:30,-8,MDW,271,,SDF
2/2/2001 07:25,-10,SFO,,651,PHX
1/12/2001 16:03,69,PHX,,325,ONT
2/17/2001 14:35,-10,BWI,682,,BHM
3/27/2001 18:20,-11,BUR,369,,PHX
2/23/2001 08:55,-5,HOU,303,,MSY
2/23/2001 14:30,23,PHX,1301,,MSY
3/27/2001 21:10,-5,PHX,,369,BUR
1/9/2001 13:30,2,HOU,,239,DAL
3/23/2001 07:00,-13,PHX,,256,LAS
1/10/2001 08:20,-17,MCI,1234,,PVD
2/24/2001 17:08,47,ONT,,389,SMF
2/16/2001 17:36,84,LAX,,714,ELP
3/3/2001 10:50,-7,ONT,333,,SJC
2/28/2001 14:25,-5,BUR,,358,SMF
2/11/2001 11:25,5,ONT,197,,LAS
3/9/2001 19:11,9,BNA,471,,MSY
3/25/2001 07:35,-3,OAK,325,,BUR
3/16/2001 11:00,12,BUR,325,,OAK
3/15/2001 16:08,47,MHT,,377,BWI
3/10/2001 13:45,5,DAL,,293,LBB
1/22/2001 14:35,-7,SMF,,389,ONT
1/30/2001 10:10,3,ELP,528,,AUS
2/13/2001 12:32,7,ELP,,636,SAN
3/14/2001 06:50,-2,BWI,,328,PVD
3/28/2001 19:05,-2,MSY,,1501,LAS
3/25/2001 16:10,-13,BNA,1448,,PHX
3/19/2001 14:25,1,PHX,256,,LAS
3/26/2001 17:30,-2,GEG,279,,PDX
1/4/2001 15:40,0,ELP,347,,PHX
1/4/2001 08:29,7,PHX,,1262,STL
1/21/2001 19:31,4,DAL,293,,LBB
1/18/2001 08:48,14,HOU,,670,BNA
1/15/2001 09:10,0,PHX,347,,ELP
2/15/2001 11:04,-2,DAL,,239,HOU
1/24/2001 07:45,-10,TPA,,197,FLL
3/8/2001 08:20,-18,LAX,1363,,MCI
2/6/2001 19:30,-4,HOU,239,,DAL
3/3/2001 10:10,-9,LAX,,236,LAS
2/22/2001 09:55,-7,OAK,446,,SAN
3/30/2001 08:45,0,SDF,1624,,LAS
3/11/2001 09:35,-1,MAF,319,,DAL
3/3/2001 09:20,-5,BNA,758,,PBI
3/13/2001 14:20,122,TPA,,1137,PVD
2/15/2001 07:00,5,IAH,217,,DAL
2/28/2001 21:01,33,ELP,,677,HOU
3/1/2001 13:45,158,LAS,,866,SEA
1/16/2001 06:50,2,ONT,333,,SJC
3/28/2001 07:35,3,SAT,843,,PHX
1/1/2001 17:39,41,BNA,484,,JAX
1/14/2001 07:35,-2,BHM,177,,BNA
2/6/2001 15:20,0,MCI,,405,MDW
2/13/2001 07:00,0,LAS,,1090,AUS
1/2/2001 18:33,18,OAK,646,,PHX
2/23/2001 07:50,-7,TPA,,174,PBI
3/11/2001 12:20,32,PHX,,370,LAX
1/14/2001 15:00,-2,DAL,239,,HOU
2/15/2001 06:30,-8,PDX,,543,OAK
3/26/2001 14:15,-7,MDW,,229,DTW
1/7/2001 20:08,51,MDW,251,,STL
1/24/2001 20:10,-6,ELP,714,,LAX
2/12/2001 18:35,10,OAK,671,,SEA
3/25/2001 12:15,16,BNA,803,,ISP
3/30/2001 10:25,-5,BNA,,443,RDU
2/19/2001 21:12,14,CMH,,410,STL
1/14/2001 18:50,3,RNO,,422,SLC
2/6/2001 16:35,4,ISP,1093,,FLL
3/10/2001 14:15,-10,MCI,,405,MDW
3/10/2001 09:10,5,SAT,,192,HOU
3/19/2001 07:40,-1,SAT,,248,DAL
2/14/2001 17:14,6,SEA,224,,GEG
1/25/2001 22:20,30,HRL,,276,HOU
2/7/2001 07:45,13,LAS,,368,SLC
1/22/2001 07:58,7,HRL,276,,HOU
3/29/2001 07:00,-5,JAN,359,,HOU
1/26/2001 18:42,110,LAS,,256,PHX
1/5/2001 10:40,-5,SEA,,1180,ABQ
1/3/2001 17:24,0,BNA,,588,BWI
3/22/2001 12:15,20,ABQ,,677,LAX
2/23/2001 11:13,70,LAS,,1140,MCI
3/22/2001 07:00,-7,HOU,303,,MSY
1/25/2001 14:30,-5,LAS,,256,PHX
1/31/2001 19:30,5,LAX,,337,OAK
2/6/2001 16:20,-3,BNA,,907,PVD
3/17/2001 10:25,-8,BWI,,288,ALB
3/14/2001 17:50,178,HOU,239,,DAL
1/2/2001 16:20,3,SLC,,630,PDX
2/9/2001 12:55,0,LAS,,1069,SAT
2/14/2001 19:00,20,MCI,,1363,LAX
1/19/2001 18:15,10,MAF,,294,AUS
1/31/2001 07:50,6,ISP,,108,PVD
1/8/2001 16:17,17,CLE,448,,BNA
2/26/2001 15:02,17,OAK,,325,BUR
3/17/2001 13:25,-8,SAN,,480,SMF
3/18/2001 20:35,-3,LIT,,296,STL
3/20/2001 08:05,0,BUR,,358,SMF
2/10/2001 19:45,25,OAK,,1489,MCI
2/16/2001 12:10,9,AMA,,324,DAL
2/25/2001 12:25,12,OMA,,423,MDW
1/7/2001 18:50,-8,STL,251,,MDW
2/8/2001 06:40,3,PHX,601,,RNO
3/15/2001 07:40,-5,OKC,,462,STL
3/13/2001 12:33,-2,BHM,1455,,PHX
1/10/2001 14:30,-5,ABQ,328,,PHX
2/6/2001 15:30,-9,MSY,,321,BHM
3/30/2001 18:49,31,DAL,,437,MSY
1/15/2001 12:00,5,OAK,,361,ONT
3/13/2001 07:05,-6,SDF,,727,TPA
2/9/2001 16:15,76,OAK,407,,LAS
3/13/2001 15:50,13,DTW,440,,STL
3/5/2001 10:35,20,MDW,,611,BWI
3/27/2001 19:50,-25,LAX,,1363,MCI
2/16/2001 18:40,22,CLE,,448,BNA
3/23/2001 10:55,-3,AUS,,148,HOU
1/3/2001 22:53,52,MDW,,423,OMA
3/2/2001 20:00,12,BWI,,220,ISP
1/31/2001 20:40,6,MSY,,321,BHM
1/28/2001 15:55,43,SMF,,480,SAN
2/22/2001 13:55,-3,LAS,,256,PHX
1/20/2001 10:55,-5,ALB,288,,BWI
3/2/2001 18:30,17,ONT,,325,PHX
3/5/2001 13:35,-6,MAF,,319,DAL
1/15/2001 20:40,-5,HOU,,148,AUS
1/30/2001 16:50,12,MSY,550,,MCO
1/7/2001 21:45,-10,BOI,291,,SLC
1/8/2001 08:26,0,OAK,407,,LAS
3/18/2001 09:22,22,PHX,1444,,MDW
3/7/2001 17:35,5,BWI,,283,BDL
2/28/2001 21:14,62,SLC,368,,LAS
1/4/2001 11:05,8,LAS,,866,SEA
1/11/2001 13:20,-10,AUS,756,,BNA
2/22/2001 06:40,5,PHX,,507,SLC
2/12/2001 12:40,3,SMF,,480,SAN
2/11/2001 11:50,4,BWI,,328,PVD
2/10/2001 08:45,-2,HOU,670,,BNA
1/23/2001 11:25,-8,MSY,,303,HOU
1/19/2001 20:50,14,TPA,,612,BNA
3/15/2001 15:00,10,LAX,,370,PHX
3/21/2001 16:26,5,SJC,308,,LAX
2/16/2001 10:00,-10,LAX,,337,OAK
2/15/2001 19:29,23,SLC,,493,ABQ
1/16/2001 11:13,27,FLL,,925,BWI
1/26/2001 16:30,55,JAN,,666,MDW
1/9/2001 21:00,-3,HOU,239,,DAL
2/5/2001 11:25,-8,MSY,,303,HOU
1/15/2001 15:05,-3,BOI,,291,SLC
3/31/2001 06:50,7,BUR,,369,PHX
3/10/2001 13:50,-9,BNA,,907,PVD
1/25/2001 07:00,-9,SAN,258,,LAS
3/22/2001 09:50,-6,BWI,,787,MCO
3/7/2001 08:00,-10,BWI,,998,MSY
2/15/2001 15:15,-6,AUS,993,,MCO
1/5/2001 07:05,3,MCI,1072,,MCO
2/24/2001 08:40,0,FLL,318,,JAX
3/2/2001 20:20,-7,PVD,328,,BWI
3/31/2001 18:45,5,MCO,,1073,PVD
2/26/2001 09:56,-2,SDF,271,,MDW
2/19/2001 07:20,0,ONT,,325,PHX
3/15/2001 08:00,2,HOU,303,,MSY
2/1/2001 13:30,9,MSY,,550,MCO
2/5/2001 13:10,-8,MCI,,405,MDW
2/21/2001 18:15,5,ABQ,,223,ELP
