Date,Airline,OriginState,TimeOfDay,Speed
9/18/97,AMERICAN AIRLINES,Colorado,Day,106
9/18/97,FEDEX EXPRESS,Tennessee,Night,139
9/18/97,UPS AIRLINES,Kentucky,Night,196
9/19/97,AMERICAN AIRLINES,California,Night,176
9/21/97,AMERICAN AIRLINES,Texas,Day,150
9/21/97,DELTA AIR LINES,Kentucky,Day,136
9/22/97,US AIRWAYS*,Pennsylvania,Day,157
9/22/97,AMERICAN AIRLINES,Texas,Day,146
9/22/97,SOUTHWEST AIRLINES,California,Day,118
9/24/97,SOUTHWEST AIRLINES,California,Day,256
9/24/97,FEDEX EXPRESS,Texas,Dusk,161
9/25/97,AMERICAN AIRLINES,California,Night,135
9/25/97,AMERICAN AIRLINES,New York,Night,188
9/25/97,AMERICAN AIRLINES,Texas,Day,146
9/25/97,COMAIR AIRLINES,Kentucky,Day,125
9/26/97,HAWAIIAN AIR,Hawaii,Day,161
9/26/97,US AIRWAYS*,Massachusetts,Night,162
9/26/97,ALOHA AIRLINES,Hawaii,Day,132
9/27/97,AMERICAN AIRLINES,New Jersey,Night,167
9/27/97,US AIRWAYS*,North Carolina,Day,166
9/27/97,ATLANTIC COAST AIRLINES,DC,Night,159
9/28/97,SOUTHWEST AIRLINES,California,Night,206
9/28/97,AMERICAN EAGLE AIRLINES,Oklahoma,Night,232
9/28/97,AMERICAN AIRLINES,Texas,Day,146
9/29/97,UNITED AIRLINES,DC,Day,150
9/29/97,DELTA AIR LINES,Georgia,Night,149
9/29/97,AMERICAN AIRLINES,Florida,Night,136
9/30/97,BUSINESS,Tennessee,Day,171
9/30/97,US AIRWAYS*,Pennsylvania,Night,157
9/30/97,UNITED AIRLINES,Nebraska,Day,141
9/30/97,AMERICAN AIRLINES,Texas,Day,144
9/30/97,AMERICAN AIRLINES,Illinois,Day,147
9/30/97,AMERICAN AIRLINES,New York,Night,170
10/1/97,AMERICAN AIRLINES,Florida,Day,252
10/1/97,AMERICAN AIRLINES,New York,Dawn,141
10/1/97,SOUTHWEST AIRLINES,California,Dusk,138
10/1/97,BUSINESS,New Jersey,Night,153
10/1/97,SOUTHWEST AIRLINES,Texas,Night,210
10/2/97,DELTA AIR LINES,Georgia,Dawn,177
10/2/97,NORTHWEST AIRLINES,Tennessee,Day,145
10/2/97,ALOHA AIRLINES,Hawaii,Night,141
10/2/97,SOUTHWEST AIRLINES,California,Night,172
10/2/97,ALASKA AIRLINES,California,Dusk,152
10/2/97,COMAIR AIRLINES,Florida,Night,140
10/2/97,FEDEX EXPRESS,New Jersey,Night,171
10/3/97,FEDEX EXPRESS,New Jersey,Night,252
10/4/97,US AIRWAYS*,North Carolina,Night,173
10/4/97,US AIRWAYS*,North Carolina,Day,147
10/4/97,HAWAIIAN AIR,Hawaii,Day,110
10/5/97,AMERICA WEST AIRLINES,Massachusetts,Night,146
10/5/97,ATLANTIC COAST AIRLINES,DC,Night,232
10/6/97,MILITARY,Minnesota,Night,179
10/6/97,ALOHA AIRLINES,Hawaii,Day,126
10/6/97,AMERICAN AIRLINES,Massachusetts,Night,226
10/7/97,SOUTHWEST AIRLINES,Ohio,Night,216
10/7/97,US AIRWAYS*,Pennsylvania,Day,141
10/7/97,PRIVATELY OWNED,North Carolina,Day,100
10/7/97,AMERICAN AIRLINES,Texas,Day,139
10/7/97,US AIRWAYS*,Pennsylvania,Night,127
10/9/97,US AIRWAYS*,Pennsylvania,Day,166
10/9/97,MILITARY,Hawaii,Night,135
10/9/97,AMERICAN AIRLINES,Nebraska,Day,157
10/9/97,AMERICAN AIRLINES,Texas,Night,158
10/9/97,SOUTHWEST AIRLINES,Texas,Night,205
10/10/97,EXPRESSJET (CONTINENTAL EXPRS),Maryland,Day,81
10/10/97,US AIRWAYS*,DC,Night,139
10/10/97,US AIRWAYS*,DC,Night,154
10/10/97,ALOHA AIRLINES,Hawaii,Dawn,144
10/10/97,FEDEX EXPRESS,Indiana,Night,159
10/11/97,DELTA AIR LINES,Georgia,Day,283
10/11/97,AMERICAN AIRLINES,Nebraska,Day,144
10/11/97,TRANS WORLD AIRLINES,Nebraska,Day,144
10/11/97,US AIRWAYS*,Pennsylvania,Night,143
10/12/97,SOUTHWEST AIRLINES,Oregon,Night,226
10/12/97,ALOHA AIRLINES,Hawaii,Day,110
10/12/97,UNKNOWN,Texas,Day,82
10/13/97,ALOHA AIRLINES,Hawaii,Night,168
10/13/97,AMERICAN AIRLINES,Texas,Night,260
10/13/97,AMERICAN AIRLINES,Texas,Day,187
10/13/97,UNITED AIRLINES,DC,Day,153
10/13/97,FEDEX EXPRESS,Tennessee,Night,135
10/14/97,AMERICA WEST AIRLINES,California,Night,258
10/14/97,US AIRWAYS*,Florida,Day,237
10/14/97,US AIRWAYS*,Pennsylvania,Day,139
10/14/97,AMERICAN AIRLINES,Georgia,Night,202
10/15/97,BUSINESS,North Carolina,Night,154
10/15/97,AMERICAN AIRLINES,Louisiana,Dawn,194
10/15/97,UNITED AIRLINES,California,Day,100
10/15/97,TRANS WORLD AIRLINES,Kentucky,Night,145
10/16/97,AMERICAN AIRLINES,Arizona,Night,211
10/17/97,AMERICAN AIRLINES,Texas,Dusk,229
10/17/97,FEDEX EXPRESS,New Jersey,Night,173
10/18/97,UPS AIRLINES,Kentucky,Night,121
10/18/97,DELTA AIR LINES,Louisiana,Night,191
10/18/97,US AIRWAYS*,North Carolina,Dusk,162
10/19/97,ALOHA AIRLINES,Hawaii,Day,143
10/19/97,AMERICAN AIRLINES,Texas,Day,169
10/20/97,TRANS WORLD AIRLINES,Missouri,Dusk,251
10/20/97,AMERICAN AIRLINES,Texas,Night,254
10/20/97,UNITED AIRLINES,Minnesota,Night,146
10/20/97,AMERICAN AIRLINES,Indiana,Dawn,153
10/21/97,TRANS WORLD AIRLINES,New York,Night,227
10/21/97,DELTA AIR LINES,DC,Day,179
10/22/97,ALOHA AIRLINES,Hawaii,Day,141
10/22/97,AMERICAN AIRLINES,Texas,Day,151
10/23/97,DELTA AIR LINES,California,Day,173
10/23/97,US AIRWAYS*,North Carolina,Day,144
10/23/97,AMERICAN AIRLINES,Texas,Day,181
10/25/97,AMERICAN AIRLINES,Pennsylvania,Night,219
10/25/97,SOUTHWEST AIRLINES,Washington,Day,141
10/25/97,BUSINESS,Washington,Night,155
10/25/97,AMERICAN AIRLINES,Texas,Night,209
10/26/97,SKYWEST AIRLINES,California,Day,125
10/26/97,SOUTHWEST AIRLINES,Texas,Night,252
10/27/97,BUSINESS,DC,Day,130
10/27/97,MILITARY,Hawaii,Day,182
10/27/97,AMERICAN AIRLINES,Illinois,Dusk,246
10/27/97,SOUTHWEST AIRLINES,Louisiana,Night,137
10/28/97,AMERICAN AIRLINES,Massachusetts,Dawn,155
10/28/97,PIEDMONT AIRLINES,Pennsylvania,Day,158
10/28/97,AMERICAN AIRLINES,Texas,Day,105
10/28/97,AMERICAN AIRLINES,Texas,Night,188
10/29/97,MILITARY,Louisiana,Day,148
10/30/97,SOUTHWEST AIRLINES,Texas,Night,168
10/31/97,AMERICAN AIRLINES,Texas,Night,238
11/1/97,UPS AIRLINES,Texas,Night,253
11/1/97,UNITED AIRLINES,California,Day,104
11/1/97,ALOHA AIRLINES,Hawaii,Day,121
11/2/97,DELTA AIR LINES,Georgia,Night,208
11/3/97,AMERICAN AIRLINES,Illinois,Dusk,260
11/3/97,MILITARY,Minnesota,Night,160
11/5/97,CONTINENTAL AIRLINES,DC,Dusk,130
11/6/97,SOUTHWEST AIRLINES,Washington,Day,143
11/6/97,AMERICAN AIRLINES,Illinois,Night,132
11/6/97,DELTA AIR LINES,New York,Night,215
11/7/97,AMERICAN AIRLINES,Texas,Day,140
11/7/97,MILITARY,Louisiana,Dusk,158
11/7/97,MESA AIRLINES,Pennsylvania,Day,146
11/7/97,SOUTHWEST AIRLINES,Texas,Night,214
11/8/97,MESABA AIRLINES,Minnesota,Night,178
11/9/97,TRANS WORLD AIRLINES,New York,Night,221
11/9/97,UNITED AIRLINES,Pennsylvania,Day,202
11/9/97,AMERICA WEST AIRLINES,Ohio,Day,227
11/10/97,BUSINESS,DC,Dusk,211
11/10/97,AMERICAN AIRLINES,Texas,Day,144
11/10/97,AMERICA WEST AIRLINES,Georgia,Day,137
11/10/97,UNITED AIRLINES,California,Day,119
11/12/97,CHAUTAUQUA AIRLINES,Pennsylvania,Night,121
11/12/97,AMERICAN AIRLINES,Tennessee,Day,140
11/13/97,SOUTHWEST AIRLINES,California,Day,106
11/13/97,SOUTHWEST AIRLINES,Texas,Night,114
11/14/97,CONTINENTAL AIRLINES,Texas,Night,224
11/16/97,US AIRWAYS*,Pennsylvania,Day,154
11/17/97,DELTA AIR LINES,Georgia,Night,182
11/18/97,SOUTHWEST AIRLINES,Missouri,Day,126
11/18/97,US AIRWAYS*,North Carolina,Day,136
11/18/97,UNITED AIRLINES,DC,Day,105
11/19/97,AMERICAN AIRLINES,Texas,Day,135
11/20/97,AMERICAN AIRLINES,Pennsylvania,Night,139
11/21/97,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Dawn,170
11/22/97,US AIRWAYS*,DC,Day,153
11/22/97,AMERICAN AIRLINES,Texas,Day,125
11/24/97,SOUTHWEST AIRLINES,California,Day,143
11/25/97,US AIRWAYS*,North Carolina,Day,119
11/26/97,US AIRWAYS*,North Carolina,Day,121
11/26/97,US AIRWAYS*,North Carolina,Day,82
12/1/97,AMERICAN AIRLINES,Tennessee,Day,148
12/1/97,BUSINESS,North Carolina,Day,67
12/2/97,CONTINENTAL AIRLINES,Texas,Day,130
12/3/97,AMERICAN AIRLINES,Texas,Day,149
12/4/97,DELTA AIR LINES,California,Dusk,119
12/4/97,BUSINESS,Tennessee,Dawn,123
12/4/97,AMERICA WEST AIRLINES,Arizona,Night,258
12/8/97,AMERICAN AIRLINES,California,Day,134
12/10/97,SOUTHWEST AIRLINES,California,Night,200
12/10/97,AMERICAN AIRLINES,California,Dusk,135
12/10/97,NORTHWEST AIRLINES,North Carolina,Dawn,69
12/10/97,DELTA AIR LINES,Tennessee,Day,137
12/14/97,DELTA AIR LINES,California,Night,118
12/15/97,AMERICAN AIRLINES,Illinois,Day,138
12/16/97,AMERICAN AIRLINES,Texas,Day,177
12/16/97,UNITED AIRLINES,California,Day,145
12/19/97,AMERICA WEST AIRLINES,Ohio,Day,196
12/19/97,DELTA AIR LINES,Georgia,Day,145
12/19/97,HAWAIIAN AIR,Hawaii,Dusk,107
12/21/97,CONTINENTAL AIRLINES,Florida,Day,163
12/21/97,US AIRWAYS*,Tennessee,Dusk,144
12/22/97,BUSINESS,Tennessee,Day,173
12/22/97,AMERICAN AIRLINES,Texas,Day,108
12/22/97,AMERICAN AIRLINES,Texas,Day,103
12/24/97,UNITED AIRLINES,Colorado,Day,126
12/29/97,DELTA AIR LINES,Ohio,Dusk,196
12/29/97,DELTA AIR LINES,Florida,Night,141
12/30/97,FRONTIER AIRLINES,Colorado,Day,167
1/3/98,ALOHA AIRLINES,Hawaii,Day,145
1/3/98,AMERICAN AIRLINES,Texas,Day,140
1/4/98,DELTA AIR LINES,Utah,Night,178
1/4/98,US AIRWAYS*,Pennsylvania,Dawn,83
1/4/98,ALOHA AIRLINES,Hawaii,Night,133
1/8/98,ALOHA AIRLINES,Hawaii,Day,130
1/9/98,BUSINESS,Utah,Night,108
1/11/98,UNKNOWN,Tennessee,Day,165
1/12/98,HAWAIIAN AIR,Hawaii,Day,134
1/13/98,US AIRWAYS*,DC,Day,149
1/18/98,BUSINESS,Hawaii,Day,127
1/18/98,HORIZON AIR,Oregon,Night,135
1/19/98,DELTA AIR LINES,Florida,Day,143
1/21/98,AMERICAN AIRLINES,Texas,Day,133
1/22/98,US AIRWAYS*,Pennsylvania,Day,126
1/22/98,HAWAIIAN AIR,Hawaii,Day,136
1/23/98,SOUTHWEST AIRLINES,California,Dawn,157
1/27/98,US AIRWAYS*,South Carolina,Day,187
1/27/98,AMERICAN AIRLINES,Texas,Day,106
1/27/98,SOUTHWEST AIRLINES,California,Night,217
1/30/98,DELTA AIR LINES,Florida,Day,182
2/7/98,US AIRWAYS*,Pennsylvania,Night,142
2/8/98,AMERICAN AIRLINES,Florida,Day,199
2/10/98,HAWAIIAN AIR,Hawaii,Dusk,98
2/10/98,ATLANTIC COAST AIRLINES,DC,Night,252
2/11/98,DELTA AIR LINES,Florida,Day,125
2/12/98,AMERICAN AIRLINES,Oregon,Night,166
2/15/98,SOUTHWEST AIRLINES,California,Day,152
2/16/98,HAWAIIAN AIR,Hawaii,Dusk,84
2/19/98,AIR CANADA,Ohio,Dawn,122
2/23/98,SOUTHWEST AIRLINES,Missouri,Dawn,104
2/24/98,FEDEX EXPRESS,Texas,Dawn,199
2/25/98,CONTINENTAL AIRLINES,Tennessee,Night,218
2/27/98,SOUTHWEST AIRLINES,Texas,Night,163
2/27/98,US AIRWAYS*,Kentucky,Dusk,130
3/1/98,AMERICAN AIRLINES,Illinois,Dusk,136
3/2/98,ALOHA AIRLINES,Hawaii,Day,141
3/4/98,SOUTHWEST AIRLINES,Arizona,Day,238
3/4/98,SOUTHWEST AIRLINES,California,Day,154
3/5/98,AMERICA WEST AIRLINES,Arizona,Night,145
3/6/98,BUSINESS,New Jersey,Night,114
3/8/98,SKYWEST AIRLINES,Utah,Night,147
3/8/98,ALOHA AIRLINES,Hawaii,Night,146
3/9/98,AMERICAN AIRLINES,California,Night,145
3/10/98,AMERICA WEST AIRLINES,Texas,Night,165
3/10/98,AMERICAN AIRLINES,Texas,Day,115
3/11/98,ATLANTIC COAST AIRLINES,DC,Day,86
3/12/98,US AIRWAYS*,Indiana,Day,187
3/12/98,DELTA AIR LINES,California,Day,149
3/13/98,SOUTHWEST AIRLINES,California,Night,174
3/13/98,SOUTHWEST AIRLINES,Indiana,Day,102
3/13/98,DELTA AIR LINES,Texas,Dusk,146
3/16/98,AMERICAN AIRLINES,Texas,Dawn,133
3/17/98,NORTHWEST AIRLINES,Indiana,Day,183
3/17/98,COMAIR AIRLINES,Kentucky,Day,133
3/18/98,SOUTHWEST AIRLINES,Texas,Day,140
3/18/98,MILITARY,Louisiana,Dusk,124
3/18/98,UPS AIRLINES,Kentucky,Night,134
3/18/98,AMERICAN AIRLINES,Texas,Night,148
3/21/98,PIEDMONT AIRLINES,DC,Day,93
3/22/98,NORTHWEST AIRLINES,Washington,Night,146
3/23/98,MILITARY,Louisiana,Day,157
3/23/98,ATLANTIC COAST AIRLINES,New York,Night,219
3/24/98,MILITARY,Louisiana,Night,165
3/24/98,ALOHA AIRLINES,Hawaii,Day,125
3/25/98,UPS AIRLINES,Kentucky,Night,135
3/25/98,US AIRWAYS*,North Carolina,Night,205
3/27/98,UNITED AIRLINES,Massachusetts,Day,119
3/27/98,UNITED AIRLINES,California,Dawn,169
3/28/98,DELTA AIR LINES,Texas,Dawn,161
3/31/98,FEDEX EXPRESS,Tennessee,Day,139
3/31/98,AMERICAN AIRLINES,DC,Night,160
4/2/98,SOUTHWEST AIRLINES,Missouri,Night,219
4/4/98,AMERICAN AIRLINES,New York,Dusk,145
4/4/98,ATLANTIC COAST AIRLINES,DC,Day,113
4/5/98,DELTA AIR LINES,Kentucky,Night,209
4/7/98,ALOHA AIRLINES,Hawaii,Day,127
4/9/98,NORTHWEST AIRLINES,Minnesota,Night,149
4/10/98,SOUTHWEST AIRLINES,Illinois,Night,214
4/11/98,AMERICAN AIRLINES,Texas,Day,171
4/12/98,SOUTHWEST AIRLINES,California,Day,200
4/12/98,US AIRWAYS*,New York,Night,219
4/13/98,FEDEX EXPRESS,Massachusetts,Night,151
4/15/98,DELTA AIR LINES,New Jersey,Night,284
4/16/98,BUSINESS,California,Day,97
4/16/98,MESABA AIRLINES,Michigan,Day,144
4/17/98,SOUTHWEST AIRLINES,Louisiana,Day,142
4/20/98,ATLANTIC COAST AIRLINES,DC,Dusk,175
4/22/98,ASTAR AIR CARGO,California,Day,135
4/24/98,AMERICAN AIRLINES,Illinois,Day,182
4/24/98,SOUTHWEST AIRLINES,Texas,Day,143
4/25/98,FEDEX EXPRESS,Tennessee,Night,177
4/25/98,AMERICAN AIRLINES,Texas,Night,256
4/26/98,DELTA AIR LINES,Texas,Day,212
4/26/98,AMERICA WEST AIRLINES,Washington,Night,252
4/27/98,AMERICAN AIRLINES,Texas,Day,165
4/27/98,AMERICA WEST AIRLINES,California,Night,255
4/28/98,AMERICAN AIRLINES,Missouri,Day,165
4/28/98,SOUTHWEST AIRLINES,California,Night,238
4/29/98,SOUTHWEST AIRLINES,Texas,Night,218
4/29/98,SOUTHWEST AIRLINES,Illinois,Night,254
4/30/98,AMERICAN AIRLINES,Texas,Day,146
4/30/98,DELTA AIR LINES,Massachusetts,Night,137
5/1/98,UNKNOWN,Texas,Night,322
5/1/98,AMERICAN AIRLINES,Texas,Day,146
5/2/98,AMERICAN AIRLINES,Maryland,Night,164
5/2/98,AMERICAN AIRLINES,Texas,Night,136
5/3/98,DELTA AIR LINES,Texas,Night,228
5/3/98,SOUTHWEST AIRLINES,Missouri,Day,134
5/3/98,AMERICAN AIRLINES,Texas,Day,146
5/3/98,AMERICA WEST AIRLINES,Arizona,Dusk,125
5/4/98,AMERICAN AIRLINES,Missouri,Night,152
5/4/98,AMERICAN AIRLINES,Texas,Day,152
5/5/98,SOUTHWEST AIRLINES,Texas,Dusk,259
5/6/98,AIR CANADA,North Carolina,Day,155
5/7/98,AMERICAN AIRLINES,Maryland,Day,154
5/7/98,MILITARY,South Carolina,Day,117
5/8/98,AMERICAN AIRLINES,California,Day,162
5/8/98,NORTHWEST AIRLINES,Minnesota,Day,144
5/8/98,BUSINESS,New Jersey,Night,108
5/8/98,AMERICAN AIRLINES,California,Night,241
5/9/98,US AIRWAYS*,North Carolina,Day,115
5/9/98,NORTHWEST AIRLINES,Tennessee,Dusk,145
5/9/98,FEDEX EXPRESS,California,Night,253
5/10/98,DELTA AIR LINES,Ohio,Day,130
5/11/98,UNITED AIRLINES,Tennessee,Night,190
5/11/98,FEDEX EXPRESS,Tennessee,Night,172
5/12/98,CONTINENTAL AIRLINES,Illinois,Day,165
5/12/98,AMERICAN AIRLINES,Tennessee,Dusk,149
5/12/98,US AIRWAYS*,North Carolina,Day,145
5/12/98,MILITARY,Pennsylvania,Day,134
5/12/98,SOUTHWEST AIRLINES,Missouri,Dusk,130
5/12/98,SOUTHWEST AIRLINES,Texas,Day,135
5/12/98,AMERICAN AIRLINES,Texas,Day,219
5/13/98,ATLANTIC COAST AIRLINES,DC,Night,203
5/13/98,US AIRWAYS*,Missouri,Night,153
5/14/98,FEDEX EXPRESS,New Jersey,Night,173
5/17/98,SOUTHWEST AIRLINES,Missouri,Night,250
5/17/98,SOUTHWEST AIRLINES,Texas,Night,236
5/18/98,US AIRWAYS*,Maryland,Night,140
5/18/98,NORTHWEST AIRLINES,Minnesota,Day,141
5/18/98,AMERICAN AIRLINES,Texas,Night,158
5/19/98,US AIRWAYS*,Massachusetts,Day,66
5/20/98,AMERICAN AIRLINES,New York,Night,141
5/20/98,SOUTHWEST AIRLINES,Florida,Night,214
5/22/98,ALOHA AIRLINES,Hawaii,Day,127
5/22/98,BUSINESS,Tennessee,Night,134
5/23/98,BUSINESS,DC,Night,158
5/24/98,US AIRWAYS*,Maryland,Day,148
5/24/98,US AIRWAYS*,Maryland,Day,140
5/26/98,US AIRWAYS*,North Carolina,Dusk,131
5/27/98,FEDEX EXPRESS,Tennessee,Night,183
5/27/98,NORTHWEST AIRLINES,Minnesota,Day,125
5/27/98,DELTA AIR LINES,Colorado,Day,139
5/28/98,DELTA AIR LINES,New York,Dusk,186
5/28/98,DELTA AIR LINES,Kentucky,Day,152
5/28/98,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Dusk,133
5/28/98,ALOHA AIRLINES,Hawaii,Night,146
5/28/98,UPS AIRLINES,Missouri,Night,168
5/29/98,UNKNOWN,DC,Day,126
6/2/98,BUSINESS,New Jersey,Day,49
6/3/98,US AIRWAYS*,North Carolina,Day,206
6/3/98,AMERICA WEST AIRLINES,Maryland,Day,148
6/3/98,US AIRWAYS*,Pennsylvania,Day,85
6/4/98,SOUTHWEST AIRLINES,Texas,Night,237
6/4/98,UPS AIRLINES,Kentucky,Day,146
6/4/98,NORTHWEST AIRLINES,Pennsylvania,Day,136
6/5/98,US AIRWAYS*,Massachusetts,Day,147
6/5/98,TRANS WORLD AIRLINES,Missouri,Day,36
6/6/98,HORIZON AIR,Oregon,Day,107
6/6/98,AMERICAN AIRLINES,Texas,Day,166
6/7/98,AMERICAN AIRLINES,New York,Day,159
6/8/98,AMERICAN AIRLINES,Maryland,Day,148
6/10/98,AMERICAN AIRLINES,North Carolina,Day,154
6/12/98,AMERICA WEST AIRLINES,Texas,Day,144
6/13/98,DELTA AIR LINES,Ohio,Day,145
6/15/98,AMERICAN AIRLINES,Colorado,Day,147
6/16/98,AMERICAN AIRLINES,Pennsylvania,Day,161
6/17/98,US AIRWAYS*,Pennsylvania,Dawn,164
6/19/98,SOUTHWEST AIRLINES,Louisiana,Night,142
6/19/98,AMERICAN AIRLINES,Colorado,Day,138
6/19/98,AMERICAN AIRLINES,Texas,Day,146
6/22/98,SOUTHWEST AIRLINES,Missouri,Day,128
6/24/98,DELTA AIR LINES,Colorado,Day,162
6/24/98,AMERICAN AIRLINES,Missouri,Day,121
6/25/98,DELTA AIR LINES,Missouri,Day,150
6/29/98,DELTA AIR LINES,Tennessee,Day,143
6/29/98,DELTA AIR LINES,Texas,Day,125
7/1/98,SOUTHWEST AIRLINES,Florida,Dawn,125
7/2/98,MILITARY,Louisiana,Day,148
7/3/98,AMERICAN AIRLINES,Texas,Dusk,141
7/5/98,AMERICAN AIRLINES,Texas,Night,138
7/5/98,AMERICAN AIRLINES,New Jersey,Day,121
7/6/98,SOUTHWEST AIRLINES,Florida,Day,149
7/7/98,AMERICAN AIRLINES,Texas,Day,252
7/8/98,DELTA AIR LINES,California,Day,150
7/8/98,DELTA AIR LINES,Utah,Day,175
7/8/98,EXECUTIVE JET AVIATION,Ohio,Dusk,105
7/8/98,US AIRWAYS*,Louisiana,Day,137
7/8/98,SOUTHWEST AIRLINES,California,Day,108
7/8/98,ATLANTIC COAST AIRLINES,DC,Day,101
7/9/98,NORTHWEST AIRLINES,Missouri,Day,137
7/10/98,MILITARY,New Jersey,Day,140
7/11/98,DELTA AIR LINES,Illinois,Dawn,147
7/11/98,US AIRWAYS*,Florida,Dawn,153
7/11/98,AMERICAN AIRLINES,Illinois,Day,145
7/12/98,SOUTHWEST AIRLINES,Texas,Day,167
7/12/98,DELTA AIR LINES,Indiana,Day,128
7/13/98,AMERICAN AIRLINES,Louisiana,Day,162
7/13/98,AMERICAN AIRLINES,Indiana,Day,119
7/13/98,DELTA AIR LINES,Texas,Day,135
7/14/98,BUSINESS,North Carolina,Day,91
7/14/98,SOUTHWEST AIRLINES,Tennessee,Dusk,143
7/14/98,SOUTHWEST AIRLINES,Illinois,Day,131
7/15/98,ATLANTIC COAST AIRLINES,DC,Dawn,119
7/15/98,DELTA AIR LINES,Kentucky,Day,110
7/15/98,DELTA AIR LINES,Utah,Day,127
7/15/98,DELTA AIR LINES,Missouri,Day,149
7/16/98,UNKNOWN,North Carolina,Day,122
7/17/98,US AIRWAYS*,Missouri,Day,103
7/17/98,SOUTHWEST AIRLINES,California,Night,187
7/18/98,AMERICAN AIRLINES,Illinois,Day,207
7/18/98,AMERICAN AIRLINES,Kentucky,Day,149
7/19/98,UNKNOWN,Maryland,Day,133
7/20/98,AMERICAN AIRLINES,Missouri,Day,163
7/21/98,SOUTHWEST AIRLINES,California,Day,145
7/21/98,US AIRWAYS*,Pennsylvania,Day,131
7/21/98,DELTA AIR LINES,Ohio,Day,161
7/22/98,SOUTHWEST AIRLINES,Tennessee,Day,114
7/23/98,SOUTHWEST AIRLINES,California,Day,138
7/24/98,MILITARY,Louisiana,Day,148
7/24/98,SOUTHWEST AIRLINES,Illinois,Day,147
7/24/98,BUSINESS,Kentucky,Day,140
7/25/98,AMERICA WEST AIRLINES,California,Day,127
7/25/98,NORTHWEST AIRLINES,DC,Day,147
7/25/98,US AIRWAYS*,Michigan,Day,146
7/26/98,AMERICAN AIRLINES,Texas,Day,137
7/26/98,COMAIR AIRLINES,Kentucky,Day,146
7/26/98,DELTA AIR LINES,Utah,Day,190
7/27/98,DELTA AIR LINES,Massachusetts,Day,141
7/29/98,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Dusk,127
7/29/98,DELTA AIR LINES,Utah,Day,162
7/30/98,NORTHWEST AIRLINES,Tennessee,Day,146
7/30/98,MILITARY,Louisiana,Night,156
7/30/98,DELTA AIR LINES,Utah,Dawn,274
7/30/98,AMERICA WEST AIRLINES,Ohio,Day,124
7/31/98,US AIRWAYS*,Maryland,Day,164
8/1/98,AMERICAN EAGLE AIRLINES,DC,Day,91
8/2/98,AMERICAN AIRLINES,Texas,Day,208
8/2/98,ATLANTIC COAST AIRLINES,DC,Night,151
8/2/98,AMERICA WEST AIRLINES,California,Day,135
8/2/98,US AIRWAYS*,Pennsylvania,Day,120
8/3/98,ATLANTIC COAST AIRLINES,DC,Day,150
8/3/98,US AIRWAYS*,Pennsylvania,Day,146
8/3/98,US AIRWAYS*,North Carolina,Night,145
8/4/98,AMERICAN AIRLINES,Texas,Day,148
8/4/98,US AIRWAYS*,North Carolina,Night,149
8/5/98,AMERICAN AIRLINES,Tennessee,Day,157
8/5/98,AMERICAN AIRLINES,Maryland,Day,98
8/5/98,FEDEX EXPRESS,Missouri,Night,208
8/6/98,AMERICAN EAGLE AIRLINES,Texas,Day,246
8/6/98,COMAIR AIRLINES,Kentucky,Day,147
8/7/98,SOUTHWEST AIRLINES,Maryland,Dawn,134
8/7/98,SOUTHWEST AIRLINES,Texas,Night,217
8/8/98,MILITARY,South Carolina,Day,125
8/8/98,SOUTHWEST AIRLINES,California,Day,154
8/9/98,FEDEX EXPRESS,Tennessee,Day,130
8/9/98,FEDEX EXPRESS,Tennessee,Day,145
8/9/98,US AIRWAYS*,Tennessee,Day,156
8/9/98,AMERICAN AIRLINES,California,Dusk,130
8/9/98,HAWAIIAN AIR,Hawaii,Night,107
8/11/98,DELTA AIR LINES,Pennsylvania,Day,118
8/11/98,DELTA AIR LINES,Georgia,Day,151
8/11/98,AMERICAN AIRLINES,Texas,Dusk,158
8/12/98,US AIRWAYS*,North Carolina,Day,177
8/13/98,US AIRWAYS*,Massachusetts,Day,122
8/13/98,FEDEX EXPRESS,Arizona,Dawn,204
8/13/98,US AIRWAYS*,DC,Day,137
8/13/98,US AIRWAYS*,North Carolina,Day,134
8/13/98,US AIRWAYS*,Pennsylvania,Day,130
8/13/98,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Day,116
8/13/98,US AIRWAYS*,Pennsylvania,Day,149
8/13/98,UNITED AIRLINES,California,Dusk,106
8/14/98,DELTA AIR LINES,Georgia,Day,132
8/14/98,US AIRWAYS*,South Carolina,Day,143
8/14/98,SOUTHWEST AIRLINES,Maryland,Day,157
8/16/98,FEDEX EXPRESS,Tennessee,Day,258
8/16/98,HORIZON AIR,Washington,Day,148
8/16/98,US AIRWAYS*,Pennsylvania,Night,167
8/17/98,DELTA AIR LINES,Kentucky,Night,148
8/17/98,ALOHA AIRLINES,Hawaii,Day,114
8/17/98,MILITARY,South Carolina,Day,102
8/18/98,US AIRWAYS*,Indiana,Dawn,138
8/18/98,AMERICAN AIRLINES,Florida,Day,159
8/19/98,MILITARY,South Carolina,Day,94
8/19/98,US AIRWAYS*,Pennsylvania,Dawn,138
8/19/98,AMERICAN AIRLINES,Illinois,Day,138
8/20/98,AMERICAN AIRLINES,DC,Day,142
8/20/98,AMERICAN AIRLINES,Missouri,Day,137
