year,month,industry,unemployed,rate
2001,3,Self-employed,181,1.7
2001,4,Self-employed,216,2.1
2001,5,Self-employed,206,2.0
2001,6,Self-employed,187,1.7
2001,7,Self-employed,191,1.8
2001,8,Self-employed,243,2.3
2001,9,Self-employed,256,2.4
2001,10,Self-employed,247,2.3
2001,11,Self-employed,234,2.3
2001,12,Self-employed,249,2.5
2002,1,Self-employed,263,2.7
2002,2,Self-employed,250,2.6
2002,3,Self-employed,217,2.2
2002,4,Self-employed,255,2.5
2002,5,Self-employed,264,2.6
2002,6,Self-employed,246,2.4
2002,7,Self-employed,249,2.4
2002,8,Self-employed,271,2.6
2002,9,Self-employed,266,2.5
2002,10,Self-employed,275,2.6
2002,11,Self-employed,297,2.8
2002,12,Self-employed,327,3.1
2003,1,Self-employed,324,3.0
2003,2,Self-employed,304,3.0
2003,3,Self-employed,279,2.7
2003,4,Self-employed,248,2.4
2003,5,Self-employed,271,2.6
2003,6,Self-employed,295,2.7
2003,7,Self-employed,270,2.5
2003,8,Self-employed,302,2.7
2003,9,Self-employed,287,2.6
2003,10,Self-employed,338,3.1
2003,11,Self-employed,308,2.8
2003,12,Self-employed,299,2.8
2004,1,Self-employed,302,2.8
2004,2,Self-employed,260,2.5
2004,3,Self-employed,260,2.5
2004,4,Self-employed,242,2.3
2004,5,Self-employed,287,2.7
2004,6,Self-employed,306,2.8
2004,7,Self-employed,291,2.6
2004,8,Self-employed,324,2.9
2004,9,Self-employed,362,3.3
2004,10,Self-employed,301,2.7
2004,11,Self-employed,353,3.2
2004,12,Self-employed,341,3.2
2005,1,Self-employed,346,3.2
2005,2,Self-employed,363,3.4
2005,3,Self-employed,312,2.9
2005,4,Self-employed,273,2.4
2005,5,Self-employed,299,2.7
2005,6,Self-employed,268,2.4
2005,7,Self-employed,282,2.5
2005,8,Self-employed,249,2.3
2005,9,Self-employed,282,2.6
2005,10,Self-employed,255,2.3
2005,11,Self-employed,319,3.0
2005,12,Self-employed,327,3.1
2006,1,Self-employed,341,3.2
2006,2,Self-employed,332,3.1
2006,3,Self-employed,300,2.8
2006,4,Self-employed,334,3.1
2006,5,Self-employed,251,2.3
2006,6,Self-employed,245,2.2
2006,7,Self-employed,291,2.6
2006,8,Self-employed,306,2.7
2006,9,Self-employed,299,2.7
2006,10,Self-employed,275,2.5
2006,11,Self-employed,257,2.3
2006,12,Self-employed,287,2.6
2007,1,Self-employed,376,3.5
2007,2,Self-employed,300,2.8
2007,3,Self-employed,311,2.8
2007,4,Self-employed,240,2.2
2007,5,Self-employed,276,2.5
2007,6,Self-employed,258,2.3
2007,7,Self-employed,324,2.9
2007,8,Self-employed,315,2.9
2007,9,Self-employed,304,2.8
2007,10,Self-employed,338,3.1
2007,11,Self-employed,336,3.2
2007,12,Self-employed,326,3.2
2008,1,Self-employed,338,3.3
2008,2,Self-employed,340,3.2
2008,3,Self-employed,346,3.3
2008,4,Self-employed,338,3.2
2008,5,Self-employed,366,3.4
2008,6,Self-employed,364,3.3
2008,7,Self-employed,345,3.1
2008,8,Self-employed,378,3.5
2008,9,Self-employed,414,3.9
2008,10,Self-employed,396,3.9
2008,11,Self-employed,411,4.1
2008,12,Self-employed,559,5.5
2009,1,Self-employed,659,6.5
2009,2,Self-employed,586,5.7
2009,3,Self-employed,625,5.9
2009,4,Self-employed,488,4.6
2009,5,Self-employed,530,5.0
2009,6,Self-employed,472,4.4
2009,7,Self-employed,552,5.2
2009,8,Self-employed,569,5.3
2009,9,Self-employed,636,5.9
2009,10,Self-employed,610,5.9
2009,11,Self-employed,592,5.7
2009,12,Self-employed,609,5.9
2010,1,Self-employed,730,7.2
2010,2,Self-employed,680,6.5
